 >TARCYL  cylindrical target: Length= 20.0000 Diameter=  3.0000
      4500 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   3968 -22   3   3 1 1 1
   3969 -21   3   3 1 1 1
   3970 -20   3   3 1 1 1
   3971 -19   3   3 1 1 1
   3972 -18   3   3 1 1 1
   3973 -17   3   3 1 1 1
   3974 -16   3   3 1 1 1
   3975 -15   3   3 1 1 1
   3976 -14   3   3 1 1 1
   3977 -13   3   3 1 1 1
   3978 -12   3   3 1 1 1
   3979 -11   3   3 1 1 1
   3980 -10   3   3 1 1 1
   3981  -9   3   3 1 1 1
   3982  -8   3   3 1 1 1
   3983  -7   3   3 1 1 1
   3984  -6   3   3 1 1 1
   3985  -5   3   3 1 1 1
   3986  -4   3   3 1 1 1
   3987  -3   3   3 1 1 1
   3988  -2   3   3 1 1 1
   3989  -1   3   3 1 1 1
   3990   0   3   3 1 1 1
   3991   1   3   3 1 1 1
   3992   2   3   3 1 1 1
   3993   3   3   3 1 1 1
   3994   4   3   3 1 1 1
   3995   5   3   3 1 1 1
   3996   6   3   3 1 1 1
   3997   7   3   3 1 1 1
   3998   8   3   3 1 1 1
   3999   9   3   3 1 1 1
   4000  10   3   3 1 1 1
   4001  11   3   3 1 1 1
   4002  12   3   3 1 1 1
   4003  13   3   3 1 1 1
   4004  14   3   3 1 1 1
   4005  15   3   3 1 1 1
   4006  16   3   3 1 1 1
   4007  17   3   3 1 1 1
   4008  18   3   3 1 1 1
   4009  19   3   3 1 1 1
   4010  20   3   3 1 1 1
   4011  21   3   3 1 1 1
   4012  22   3   3 1 1 1
   4013  23   3   3 1 1 1
   4014  24   3   3 1 1 1
   4015  25   3   3 1 1 1
   4016  26   3   3 1 1 1
   4017  27   3   3 1 1 1
   4018  28   3   3 1 1 1
   4019  29   3   3 1 1 1
   4020  30   3   3 1 1 1
   4021 -29  -2   4 1 1 1
   4022 -28  -2   4 1 1 1
   4023 -27  -2   4 1 1 1
   4024 -26  -2   4 1 1 1
   4025 -25  -2   4 1 1 1
   4026 -24  -2   4 1 1 1
   4027 -23  -2   4 1 1 1
   4028 -22  -2   4 1 1 1
   4029 -21  -2   4 1 1 1
   4030 -20  -2   4 1 1 1
   4031 -19  -2   4 1 1 1
   4032 -18  -2   4 1 1 1
   4033 -17  -2   4 1 1 1
   4034 -16  -2   4 1 1 1
   4035 -15  -2   4 1 1 1
   4036 -14  -2   4 1 1 1
   4037 -13  -2   4 1 1 1
   4038 -12  -2   4 1 1 1
   4039 -11  -2   4 1 1 1
   4040 -10  -2   4 1 1 1
   4041  -9  -2   4 1 1 1
   4042  -8  -2   4 1 1 1
   4043  -7  -2   4 1 1 1
   4044  -6  -2   4 1 1 1
   4045  -5  -2   4 1 1 1
   4046  -4  -2   4 1 1 1
   4047  -3  -2   4 1 1 1
   4048  -2  -2   4 1 1 1
   4049  -1  -2   4 1 1 1
   4050   0  -2   4 1 1 1
   4051   1  -2   4 1 1 1
   4052   2  -2   4 1 1 1
   4053   3  -2   4 1 1 1
   4054   4  -2   4 1 1 1
   4055   5  -2   4 1 1 1
   4056   6  -2   4 1 1 1
   4057   7  -2   4 1 1 1
   4058   8  -2   4 1 1 1
   4059   9  -2   4 1 1 1
   4060  10  -2   4 1 1 1
   4061  11  -2   4 1 1 1
   4062  12  -2   4 1 1 1
   4063  13  -2   4 1 1 1
   4064  14  -2   4 1 1 1
   4065  15  -2   4 1 1 1
   4066  16  -2   4 1 1 1
   4067  17  -2   4 1 1 1
   4068  18  -2   4 1 1 1
   4069  19  -2   4 1 1 1
   4070  20  -2   4 1 1 1
   4071  21  -2   4 1 1 1
   4072  22  -2   4 1 1 1
   4073  23  -2   4 1 1 1
   4074  24  -2   4 1 1 1
   4075  25  -2   4 1 1 1
   4076  26  -2   4 1 1 1
   4077  27  -2   4 1 1 1
   4078  28  -2   4 1 1 1
   4079  29  -2   4 1 1 1
   4080  30  -2   4 1 1 1
   4081 -29  -1   4 1 1 1
   4082 -28  -1   4 1 1 1
   4083 -27  -1   4 1 1 1
   4084 -26  -1   4 1 1 1
   4085 -25  -1   4 1 1 1
   4086 -24  -1   4 1 1 1
   4087 -23  -1   4 1 1 1
   4088 -22  -1   4 1 1 1
   4089 -21  -1   4 1 1 1
   4090 -20  -1   4 1 1 1
   4091 -19  -1   4 1 1 1
   4092 -18  -1   4 1 1 1
   4093 -17  -1   4 1 1 1
   4094 -16  -1   4 1 1 1
   4095 -15  -1   4 1 1 1
   4096 -14  -1   4 1 1 1
   4097 -13  -1   4 1 1 1
   4098 -12  -1   4 1 1 1
   4099 -11  -1   4 1 1 1
   4100 -10  -1   4 1 1 1
   4101  -9  -1   4 1 1 1
   4102  -8  -1   4 1 1 1
   4103  -7  -1   4 1 1 1
   4104  -6  -1   4 1 1 1
   4105  -5  -1   4 1 1 1
   4106  -4  -1   4 1 1 1
   4107  -3  -1   4 1 1 1
   4108  -2  -1   4 1 1 1
   4109  -1  -1   4 1 1 1
   4110   0  -1   4 1 1 1
   4111   1  -1   4 1 1 1
   4112   2  -1   4 1 1 1
   4113   3  -1   4 1 1 1
   4114   4  -1   4 1 1 1
   4115   5  -1   4 1 1 1
   4116   6  -1   4 1 1 1
   4117   7  -1   4 1 1 1
   4118   8  -1   4 1 1 1
   4119   9  -1   4 1 1 1
   4120  10  -1   4 1 1 1
   4121  11  -1   4 1 1 1
   4122  12  -1   4 1 1 1
   4123  13  -1   4 1 1 1
   4124  14  -1   4 1 1 1
   4125  15  -1   4 1 1 1
   4126  16  -1   4 1 1 1
   4127  17  -1   4 1 1 1
   4128  18  -1   4 1 1 1
   4129  19  -1   4 1 1 1
   4130  20  -1   4 1 1 1
   4131  21  -1   4 1 1 1
   4132  22  -1   4 1 1 1
   4133  23  -1   4 1 1 1
   4134  24  -1   4 1 1 1
   4135  25  -1   4 1 1 1
   4136  26  -1   4 1 1 1
   4137  27  -1   4 1 1 1
   4138  28  -1   4 1 1 1
   4139  29  -1   4 1 1 1
   4140  30  -1   4 1 1 1
   4141 -29   0   4 1 1 1
   4142 -28   0   4 1 1 1
   4143 -27   0   4 1 1 1
   4144 -26   0   4 1 1 1
   4145 -25   0   4 1 1 1
   4146 -24   0   4 1 1 1
   4147 -23   0   4 1 1 1
   4148 -22   0   4 1 1 1
   4149 -21   0   4 1 1 1
   4150 -20   0   4 1 1 1
   4151 -19   0   4 1 1 1
   4152 -18   0   4 1 1 1
   4153 -17   0   4 1 1 1
   4154 -16   0   4 1 1 1
   4155 -15   0   4 1 1 1
   4156 -14   0   4 1 1 1
   4157 -13   0   4 1 1 1
   4158 -12   0   4 1 1 1
   4159 -11   0   4 1 1 1
   4160 -10   0   4 1 1 1
   4161  -9   0   4 1 1 1
   4162  -8   0   4 1 1 1
   4163  -7   0   4 1 1 1
   4164  -6   0   4 1 1 1
   4165  -5   0   4 1 1 1
   4166  -4   0   4 1 1 1
   4167  -3   0   4 1 1 1
   4168  -2   0   4 1 1 1
   4169  -1   0   4 1 1 1
   4170   0   0   4 1 1 1
   4171   1   0   4 1 1 1
   4172   2   0   4 1 1 1
   4173   3   0   4 1 1 1
   4174   4   0   4 1 1 1
   4175   5   0   4 1 1 1
   4176   6   0   4 1 1 1
   4177   7   0   4 1 1 1
   4178   8   0   4 1 1 1
   4179   9   0   4 1 1 1
   4180  10   0   4 1 1 1
   4181  11   0   4 1 1 1
   4182  12   0   4 1 1 1
   4183  13   0   4 1 1 1
   4184  14   0   4 1 1 1
   4185  15   0   4 1 1 1
   4186  16   0   4 1 1 1
   4187  17   0   4 1 1 1
   4188  18   0   4 1 1 1
   4189  19   0   4 1 1 1
   4190  20   0   4 1 1 1
   4191  21   0   4 1 1 1
   4192  22   0   4 1 1 1
   4193  23   0   4 1 1 1
   4194  24   0   4 1 1 1
   4195  25   0   4 1 1 1
   4196  26   0   4 1 1 1
   4197  27   0   4 1 1 1
   4198  28   0   4 1 1 1
   4199  29   0   4 1 1 1
   4200  30   0   4 1 1 1
   4201 -29   1   4 1 1 1
   4202 -28   1   4 1 1 1
   4203 -27   1   4 1 1 1
   4204 -26   1   4 1 1 1
   4205 -25   1   4 1 1 1
   4206 -24   1   4 1 1 1
   4207 -23   1   4 1 1 1
   4208 -22   1   4 1 1 1
   4209 -21   1   4 1 1 1
   4210 -20   1   4 1 1 1
   4211 -19   1   4 1 1 1
   4212 -18   1   4 1 1 1
   4213 -17   1   4 1 1 1
   4214 -16   1   4 1 1 1
   4215 -15   1   4 1 1 1
   4216 -14   1   4 1 1 1
   4217 -13   1   4 1 1 1
   4218 -12   1   4 1 1 1
   4219 -11   1   4 1 1 1
   4220 -10   1   4 1 1 1
   4221  -9   1   4 1 1 1
   4222  -8   1   4 1 1 1
   4223  -7   1   4 1 1 1
   4224  -6   1   4 1 1 1
   4225  -5   1   4 1 1 1
   4226  -4   1   4 1 1 1
   4227  -3   1   4 1 1 1
   4228  -2   1   4 1 1 1
   4229  -1   1   4 1 1 1
   4230   0   1   4 1 1 1
   4231   1   1   4 1 1 1
   4232   2   1   4 1 1 1
   4233   3   1   4 1 1 1
   4234   4   1   4 1 1 1
   4235   5   1   4 1 1 1
   4236   6   1   4 1 1 1
   4237   7   1   4 1 1 1
   4238   8   1   4 1 1 1
   4239   9   1   4 1 1 1
   4240  10   1   4 1 1 1
   4241  11   1   4 1 1 1
   4242  12   1   4 1 1 1
   4243  13   1   4 1 1 1
   4244  14   1   4 1 1 1
   4245  15   1   4 1 1 1
   4246  16   1   4 1 1 1
   4247  17   1   4 1 1 1
   4248  18   1   4 1 1 1
   4249  19   1   4 1 1 1
   4250  20   1   4 1 1 1
   4251  21   1   4 1 1 1
   4252  22   1   4 1 1 1
   4253  23   1   4 1 1 1
   4254  24   1   4 1 1 1
   4255  25   1   4 1 1 1
   4256  26   1   4 1 1 1
   4257  27   1   4 1 1 1
   4258  28   1   4 1 1 1
   4259  29   1   4 1 1 1
   4260  30   1   4 1 1 1
   4261 -29   2   4 1 1 1
   4262 -28   2   4 1 1 1
   4263 -27   2   4 1 1 1
   4264 -26   2   4 1 1 1
   4265 -25   2   4 1 1 1
   4266 -24   2   4 1 1 1
   4267 -23   2   4 1 1 1
   4268 -22   2   4 1 1 1
   4269 -21   2   4 1 1 1
   4270 -20   2   4 1 1 1
   4271 -19   2   4 1 1 1
   4272 -18   2   4 1 1 1
   4273 -17   2   4 1 1 1
   4274 -16   2   4 1 1 1
   4275 -15   2   4 1 1 1
   4276 -14   2   4 1 1 1
   4277 -13   2   4 1 1 1
   4278 -12   2   4 1 1 1
   4279 -11   2   4 1 1 1
   4280 -10   2   4 1 1 1
   4281  -9   2   4 1 1 1
   4282  -8   2   4 1 1 1
   4283  -7   2   4 1 1 1
   4284  -6   2   4 1 1 1
   4285  -5   2   4 1 1 1
   4286  -4   2   4 1 1 1
   4287  -3   2   4 1 1 1
   4288  -2   2   4 1 1 1
   4289  -1   2   4 1 1 1
   4290   0   2   4 1 1 1
   4291   1   2   4 1 1 1
   4292   2   2   4 1 1 1
   4293   3   2   4 1 1 1
   4294   4   2   4 1 1 1
   4295   5   2   4 1 1 1
   4296   6   2   4 1 1 1
   4297   7   2   4 1 1 1
   4298   8   2   4 1 1 1
   4299   9   2   4 1 1 1
   4300  10   2   4 1 1 1
   4301  11   2   4 1 1 1
   4302  12   2   4 1 1 1
   4303  13   2   4 1 1 1
   4304  14   2   4 1 1 1
   4305  15   2   4 1 1 1
   4306  16   2   4 1 1 1
   4307  17   2   4 1 1 1
   4308  18   2   4 1 1 1
   4309  19   2   4 1 1 1
   4310  20   2   4 1 1 1
   4311  21   2   4 1 1 1
   4312  22   2   4 1 1 1
   4313  23   2   4 1 1 1
   4314  24   2   4 1 1 1
   4315  25   2   4 1 1 1
   4316  26   2   4 1 1 1
   4317  27   2   4 1 1 1
   4318  28   2   4 1 1 1
   4319  29   2   4 1 1 1
   4320  30   2   4 1 1 1
   4321  -9  -1  -1 1 1 1
   4322  -8  -1  -1 1 1 1
   4323  -7  -1  -1 1 1 1
   4324  -6  -1  -1 1 1 1
   4325  -5  -1  -1 1 1 1
   4326  -4  -1  -1 1 1 1
   4327  -3  -1  -1 1 1 1
   4328  -2  -1  -1 1 1 1
   4329  -1  -1  -1 1 1 1
   4330   0  -1  -1 1 1 1
   4331   1  -1  -1 1 1 1
   4332   2  -1  -1 1 1 1
   4333   3  -1  -1 1 1 1
   4334   4  -1  -1 1 1 1
   4335   5  -1  -1 1 1 1
   4336   6  -1  -1 1 1 1
   4337   7  -1  -1 1 1 1
   4338   8  -1  -1 1 1 1
   4339   9  -1  -1 1 1 1
   4340  10  -1  -1 1 1 1
   4341  -9   0  -1 1 1 1
   4342  -8   0  -1 1 1 1
   4343  -7   0  -1 1 1 1
   4344  -6   0  -1 1 1 1
   4345  -5   0  -1 1 1 1
   4346  -4   0  -1 1 1 1
   4347  -3   0  -1 1 1 1
   4348  -2   0  -1 1 1 1
   4349  -1   0  -1 1 1 1
   4350   0   0  -1 1 1 1
   4351   1   0  -1 1 1 1
   4352   2   0  -1 1 1 1
   4353   3   0  -1 1 1 1
   4354   4   0  -1 1 1 1
   4355   5   0  -1 1 1 1
   4356   6   0  -1 1 1 1
   4357   7   0  -1 1 1 1
   4358   8   0  -1 1 1 1
   4359   9   0  -1 1 1 1
   4360  10   0  -1 1 1 1
   4361  -9   1  -1 1 1 1
   4362  -8   1  -1 1 1 1
   4363  -7   1  -1 1 1 1
   4364  -6   1  -1 1 1 1
   4365  -5   1  -1 1 1 1
   4366  -4   1  -1 1 1 1
   4367  -3   1  -1 1 1 1
   4368  -2   1  -1 1 1 1
   4369  -1   1  -1 1 1 1
   4370   0   1  -1 1 1 1
   4371   1   1  -1 1 1 1
   4372   2   1  -1 1 1 1
   4373   3   1  -1 1 1 1
   4374   4   1  -1 1 1 1
   4375   5   1  -1 1 1 1
   4376   6   1  -1 1 1 1
   4377   7   1  -1 1 1 1
   4378   8   1  -1 1 1 1
   4379   9   1  -1 1 1 1
   4380  10   1  -1 1 1 1
   4381  -9  -1   0 1 1 1
   4382  -8  -1   0 1 1 1
   4383  -7  -1   0 1 1 1
   4384  -6  -1   0 1 1 1
   4385  -5  -1   0 1 1 1
   4386  -4  -1   0 1 1 1
   4387  -3  -1   0 1 1 1
   4388  -2  -1   0 1 1 1
   4389  -1  -1   0 1 1 1
   4390   0  -1   0 1 1 1
   4391   1  -1   0 1 1 1
   4392   2  -1   0 1 1 1
   4393   3  -1   0 1 1 1
   4394   4  -1   0 1 1 1
   4395   5  -1   0 1 1 1
   4396   6  -1   0 1 1 1
   4397   7  -1   0 1 1 1
   4398   8  -1   0 1 1 1
   4399   9  -1   0 1 1 1
   4400  10  -1   0 1 1 1
   4401  -9   0   0 1 1 1
   4402  -8   0   0 1 1 1
   4403  -7   0   0 1 1 1
   4404  -6   0   0 1 1 1
   4405  -5   0   0 1 1 1
   4406  -4   0   0 1 1 1
   4407  -3   0   0 1 1 1
   4408  -2   0   0 1 1 1
   4409  -1   0   0 1 1 1
   4410   0   0   0 1 1 1
   4411   1   0   0 1 1 1
   4412   2   0   0 1 1 1
   4413   3   0   0 1 1 1
   4414   4   0   0 1 1 1
   4415   5   0   0 1 1 1
   4416   6   0   0 1 1 1
   4417   7   0   0 1 1 1
   4418   8   0   0 1 1 1
   4419   9   0   0 1 1 1
   4420  10   0   0 1 1 1
   4421  -9   1   0 1 1 1
   4422  -8   1   0 1 1 1
   4423  -7   1   0 1 1 1
   4424  -6   1   0 1 1 1
   4425  -5   1   0 1 1 1
   4426  -4   1   0 1 1 1
   4427  -3   1   0 1 1 1
   4428  -2   1   0 1 1 1
   4429  -1   1   0 1 1 1
   4430   0   1   0 1 1 1
   4431   1   1   0 1 1 1
   4432   2   1   0 1 1 1
   4433   3   1   0 1 1 1
   4434   4   1   0 1 1 1
   4435   5   1   0 1 1 1
   4436   6   1   0 1 1 1
   4437   7   1   0 1 1 1
   4438   8   1   0 1 1 1
   4439   9   1   0 1 1 1
   4440  10   1   0 1 1 1
   4441  -9  -1   1 1 1 1
   4442  -8  -1   1 1 1 1
   4443  -7  -1   1 1 1 1
   4444  -6  -1   1 1 1 1
   4445  -5  -1   1 1 1 1
   4446  -4  -1   1 1 1 1
   4447  -3  -1   1 1 1 1
   4448  -2  -1   1 1 1 1
   4449  -1  -1   1 1 1 1
   4450   0  -1   1 1 1 1
   4451   1  -1   1 1 1 1
   4452   2  -1   1 1 1 1
   4453   3  -1   1 1 1 1
   4454   4  -1   1 1 1 1
   4455   5  -1   1 1 1 1
   4456   6  -1   1 1 1 1
   4457   7  -1   1 1 1 1
   4458   8  -1   1 1 1 1
   4459   9  -1   1 1 1 1
   4460  10  -1   1 1 1 1
   4461  -9   0   1 1 1 1
   4462  -8   0   1 1 1 1
   4463  -7   0   1 1 1 1
   4464  -6   0   1 1 1 1
   4465  -5   0   1 1 1 1
   4466  -4   0   1 1 1 1
   4467  -3   0   1 1 1 1
   4468  -2   0   1 1 1 1
   4469  -1   0   1 1 1 1
   4470   0   0   1 1 1 1
   4471   1   0   1 1 1 1
   4472   2   0   1 1 1 1
   4473   3   0   1 1 1 1
   4474   4   0   1 1 1 1
   4475   5   0   1 1 1 1
   4476   6   0   1 1 1 1
   4477   7   0   1 1 1 1
   4478   8   0   1 1 1 1
   4479   9   0   1 1 1 1
   4480  10   0   1 1 1 1
   4481  -9   1   1 1 1 1
   4482  -8   1   1 1 1 1
   4483  -7   1   1 1 1 1
   4484  -6   1   1 1 1 1
   4485  -5   1   1 1 1 1
   4486  -4   1   1 1 1 1
   4487  -3   1   1 1 1 1
   4488  -2   1   1 1 1 1
   4489  -1   1   1 1 1 1
   4490   0   1   1 1 1 1
   4491   1   1   1 1 1 1
   4492   2   1   1 1 1 1
   4493   3   1   1 1 1 1
   4494   4   1   1 1 1 1
   4495   5   1   1 1 1 1
   4496   6   1   1 1 1 1
   4497   7   1   1 1 1 1
   4498   8   1   1 1 1 1
   4499   9   1   1 1 1 1
   4500  10   1   1 1 1 1
