 >TARCYL  cylindrical target: Length= 20.0000 Diameter=  3.0000
      4500 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1550  20  -3  -1 1 1 1
   1551  21  -3  -1 1 1 1
   1552  22  -3  -1 1 1 1
   1553  23  -3  -1 1 1 1
   1554  24  -3  -1 1 1 1
   1555  25  -3  -1 1 1 1
   1556  26  -3  -1 1 1 1
   1557  27  -3  -1 1 1 1
   1558  28  -3  -1 1 1 1
   1559  29  -3  -1 1 1 1
   1560  30  -3  -1 1 1 1
   1561 -29  -2  -1 1 1 1
   1562 -28  -2  -1 1 1 1
   1563 -27  -2  -1 1 1 1
   1564 -26  -2  -1 1 1 1
   1565 -25  -2  -1 1 1 1
   1566 -24  -2  -1 1 1 1
   1567 -23  -2  -1 1 1 1
   1568 -22  -2  -1 1 1 1
   1569 -21  -2  -1 1 1 1
   1570 -20  -2  -1 1 1 1
   1571 -19  -2  -1 1 1 1
   1572 -18  -2  -1 1 1 1
   1573 -17  -2  -1 1 1 1
   1574 -16  -2  -1 1 1 1
   1575 -15  -2  -1 1 1 1
   1576 -14  -2  -1 1 1 1
   1577 -13  -2  -1 1 1 1
   1578 -12  -2  -1 1 1 1
   1579 -11  -2  -1 1 1 1
   1580 -10  -2  -1 1 1 1
   1581  -9  -2  -1 1 1 1
   1582  -8  -2  -1 1 1 1
   1583  -7  -2  -1 1 1 1
   1584  -6  -2  -1 1 1 1
   1585  -5  -2  -1 1 1 1
   1586  -4  -2  -1 1 1 1
   1587  -3  -2  -1 1 1 1
   1588  -2  -2  -1 1 1 1
   1589  -1  -2  -1 1 1 1
   1590   0  -2  -1 1 1 1
   1591   1  -2  -1 1 1 1
   1592   2  -2  -1 1 1 1
   1593   3  -2  -1 1 1 1
   1594   4  -2  -1 1 1 1
   1595   5  -2  -1 1 1 1
   1596   6  -2  -1 1 1 1
   1597   7  -2  -1 1 1 1
   1598   8  -2  -1 1 1 1
   1599   9  -2  -1 1 1 1
   1600  10  -2  -1 1 1 1
   1601  11  -2  -1 1 1 1
   1602  12  -2  -1 1 1 1
   1603  13  -2  -1 1 1 1
   1604  14  -2  -1 1 1 1
   1605  15  -2  -1 1 1 1
   1606  16  -2  -1 1 1 1
   1607  17  -2  -1 1 1 1
   1608  18  -2  -1 1 1 1
   1609  19  -2  -1 1 1 1
   1610  20  -2  -1 1 1 1
   1611  21  -2  -1 1 1 1
   1612  22  -2  -1 1 1 1
   1613  23  -2  -1 1 1 1
   1614  24  -2  -1 1 1 1
   1615  25  -2  -1 1 1 1
   1616  26  -2  -1 1 1 1
   1617  27  -2  -1 1 1 1
   1618  28  -2  -1 1 1 1
   1619  29  -2  -1 1 1 1
   1620  30  -2  -1 1 1 1
   1621 -29  -1  -1 1 1 1
   1622 -28  -1  -1 1 1 1
   1623 -27  -1  -1 1 1 1
   1624 -26  -1  -1 1 1 1
   1625 -25  -1  -1 1 1 1
   1626 -24  -1  -1 1 1 1
   1627 -23  -1  -1 1 1 1
   1628 -22  -1  -1 1 1 1
   1629 -21  -1  -1 1 1 1
   1630 -20  -1  -1 1 1 1
   1631 -19  -1  -1 1 1 1
   1632 -18  -1  -1 1 1 1
   1633 -17  -1  -1 1 1 1
   1634 -16  -1  -1 1 1 1
   1635 -15  -1  -1 1 1 1
   1636 -14  -1  -1 1 1 1
   1637 -13  -1  -1 1 1 1
   1638 -12  -1  -1 1 1 1
   1639 -11  -1  -1 1 1 1
   1640 -10  -1  -1 1 1 1
   1641  -9  -1  -1 1 1 1
   1642  -8  -1  -1 1 1 1
   1643  -7  -1  -1 1 1 1
   1644  -6  -1  -1 1 1 1
   1645  -5  -1  -1 1 1 1
   1646  -4  -1  -1 1 1 1
   1647  -3  -1  -1 1 1 1
   1648  -2  -1  -1 1 1 1
   1649  -1  -1  -1 1 1 1
   1650   0  -1  -1 1 1 1
   1651   1  -1  -1 1 1 1
   1652   2  -1  -1 1 1 1
   1653   3  -1  -1 1 1 1
   1654   4  -1  -1 1 1 1
   1655   5  -1  -1 1 1 1
   1656   6  -1  -1 1 1 1
   1657   7  -1  -1 1 1 1
   1658   8  -1  -1 1 1 1
   1659   9  -1  -1 1 1 1
   1660  10  -1  -1 1 1 1
   1661  11  -1  -1 1 1 1
   1662  12  -1  -1 1 1 1
   1663  13  -1  -1 1 1 1
   1664  14  -1  -1 1 1 1
   1665  15  -1  -1 1 1 1
   1666  16  -1  -1 1 1 1
   1667  17  -1  -1 1 1 1
   1668  18  -1  -1 1 1 1
   1669  19  -1  -1 1 1 1
   1670  20  -1  -1 1 1 1
   1671  21  -1  -1 1 1 1
   1672  22  -1  -1 1 1 1
   1673  23  -1  -1 1 1 1
   1674  24  -1  -1 1 1 1
   1675  25  -1  -1 1 1 1
   1676  26  -1  -1 1 1 1
   1677  27  -1  -1 1 1 1
   1678  28  -1  -1 1 1 1
   1679  29  -1  -1 1 1 1
   1680  30  -1  -1 1 1 1
   1681 -29   0  -1 1 1 1
   1682 -28   0  -1 1 1 1
   1683 -27   0  -1 1 1 1
   1684 -26   0  -1 1 1 1
   1685 -25   0  -1 1 1 1
   1686 -24   0  -1 1 1 1
   1687 -23   0  -1 1 1 1
   1688 -22   0  -1 1 1 1
   1689 -21   0  -1 1 1 1
   1690 -20   0  -1 1 1 1
   1691 -19   0  -1 1 1 1
   1692 -18   0  -1 1 1 1
   1693 -17   0  -1 1 1 1
   1694 -16   0  -1 1 1 1
   1695 -15   0  -1 1 1 1
   1696 -14   0  -1 1 1 1
   1697 -13   0  -1 1 1 1
   1698 -12   0  -1 1 1 1
   1699 -11   0  -1 1 1 1
   1700 -10   0  -1 1 1 1
   1701  -9   0  -1 1 1 1
   1702  -8   0  -1 1 1 1
   1703  -7   0  -1 1 1 1
   1704  -6   0  -1 1 1 1
   1705  -5   0  -1 1 1 1
   1706  -4   0  -1 1 1 1
   1707  -3   0  -1 1 1 1
   1708  -2   0  -1 1 1 1
   1709  -1   0  -1 1 1 1
   1710   0   0  -1 1 1 1
   1711   1   0  -1 1 1 1
   1712   2   0  -1 1 1 1
   1713   3   0  -1 1 1 1
   1714   4   0  -1 1 1 1
   1715   5   0  -1 1 1 1
   1716   6   0  -1 1 1 1
   1717   7   0  -1 1 1 1
   1718   8   0  -1 1 1 1
   1719   9   0  -1 1 1 1
   1720  10   0  -1 1 1 1
   1721  11   0  -1 1 1 1
   1722  12   0  -1 1 1 1
   1723  13   0  -1 1 1 1
   1724  14   0  -1 1 1 1
   1725  15   0  -1 1 1 1
   1726  16   0  -1 1 1 1
   1727  17   0  -1 1 1 1
   1728  18   0  -1 1 1 1
   1729  19   0  -1 1 1 1
   1730  20   0  -1 1 1 1
   1731  21   0  -1 1 1 1
   1732  22   0  -1 1 1 1
   1733  23   0  -1 1 1 1
   1734  24   0  -1 1 1 1
   1735  25   0  -1 1 1 1
   1736  26   0  -1 1 1 1
   1737  27   0  -1 1 1 1
   1738  28   0  -1 1 1 1
   1739  29   0  -1 1 1 1
   1740  30   0  -1 1 1 1
   1741 -29   1  -1 1 1 1
   1742 -28   1  -1 1 1 1
   1743 -27   1  -1 1 1 1
   1744 -26   1  -1 1 1 1
   1745 -25   1  -1 1 1 1
   1746 -24   1  -1 1 1 1
   1747 -23   1  -1 1 1 1
   1748 -22   1  -1 1 1 1
   1749 -21   1  -1 1 1 1
   1750 -20   1  -1 1 1 1
   1751 -19   1  -1 1 1 1
   1752 -18   1  -1 1 1 1
   1753 -17   1  -1 1 1 1
   1754 -16   1  -1 1 1 1
   1755 -15   1  -1 1 1 1
   1756 -14   1  -1 1 1 1
   1757 -13   1  -1 1 1 1
   1758 -12   1  -1 1 1 1
   1759 -11   1  -1 1 1 1
   1760 -10   1  -1 1 1 1
   1761  -9   1  -1 1 1 1
   1762  -8   1  -1 1 1 1
   1763  -7   1  -1 1 1 1
   1764  -6   1  -1 1 1 1
   1765  -5   1  -1 1 1 1
   1766  -4   1  -1 1 1 1
   1767  -3   1  -1 1 1 1
   1768  -2   1  -1 1 1 1
   1769  -1   1  -1 1 1 1
   1770   0   1  -1 1 1 1
   1771   1   1  -1 1 1 1
   1772   2   1  -1 1 1 1
   1773   3   1  -1 1 1 1
   1774   4   1  -1 1 1 1
   1775   5   1  -1 1 1 1
   1776   6   1  -1 1 1 1
   1777   7   1  -1 1 1 1
   1778   8   1  -1 1 1 1
   1779   9   1  -1 1 1 1
   1780  10   1  -1 1 1 1
   1781  11   1  -1 1 1 1
   1782  12   1  -1 1 1 1
   1783  13   1  -1 1 1 1
   1784  14   1  -1 1 1 1
   1785  15   1  -1 1 1 1
   1786  16   1  -1 1 1 1
   1787  17   1  -1 1 1 1
   1788  18   1  -1 1 1 1
   1789  19   1  -1 1 1 1
   1790  20   1  -1 1 1 1
   1791  21   1  -1 1 1 1
   1792  22   1  -1 1 1 1
   1793  23   1  -1 1 1 1
   1794  24   1  -1 1 1 1
   1795  25   1  -1 1 1 1
   1796  26   1  -1 1 1 1
   1797  27   1  -1 1 1 1
   1798  28   1  -1 1 1 1
   1799  29   1  -1 1 1 1
   1800  30   1  -1 1 1 1
   1801 -29   2  -1 1 1 1
   1802 -28   2  -1 1 1 1
   1803 -27   2  -1 1 1 1
   1804 -26   2  -1 1 1 1
   1805 -25   2  -1 1 1 1
   1806 -24   2  -1 1 1 1
   1807 -23   2  -1 1 1 1
   1808 -22   2  -1 1 1 1
   1809 -21   2  -1 1 1 1
   1810 -20   2  -1 1 1 1
   1811 -19   2  -1 1 1 1
   1812 -18   2  -1 1 1 1
   1813 -17   2  -1 1 1 1
   1814 -16   2  -1 1 1 1
   1815 -15   2  -1 1 1 1
   1816 -14   2  -1 1 1 1
   1817 -13   2  -1 1 1 1
   1818 -12   2  -1 1 1 1
   1819 -11   2  -1 1 1 1
   1820 -10   2  -1 1 1 1
   1821  -9   2  -1 1 1 1
   1822  -8   2  -1 1 1 1
   1823  -7   2  -1 1 1 1
   1824  -6   2  -1 1 1 1
   1825  -5   2  -1 1 1 1
   1826  -4   2  -1 1 1 1
   1827  -3   2  -1 1 1 1
   1828  -2   2  -1 1 1 1
   1829  -1   2  -1 1 1 1
   1830   0   2  -1 1 1 1
   1831   1   2  -1 1 1 1
   1832   2   2  -1 1 1 1
   1833   3   2  -1 1 1 1
   1834   4   2  -1 1 1 1
   1835   5   2  -1 1 1 1
   1836   6   2  -1 1 1 1
   1837   7   2  -1 1 1 1
   1838   8   2  -1 1 1 1
   1839   9   2  -1 1 1 1
   1840  10   2  -1 1 1 1
   1841  11   2  -1 1 1 1
   1842  12   2  -1 1 1 1
   1843  13   2  -1 1 1 1
   1844  14   2  -1 1 1 1
   1845  15   2  -1 1 1 1
   1846  16   2  -1 1 1 1
   1847  17   2  -1 1 1 1
   1848  18   2  -1 1 1 1
   1849  19   2  -1 1 1 1
   1850  20   2  -1 1 1 1
   1851  21   2  -1 1 1 1
   1852  22   2  -1 1 1 1
   1853  23   2  -1 1 1 1
   1854  24   2  -1 1 1 1
   1855  25   2  -1 1 1 1
   1856  26   2  -1 1 1 1
   1857  27   2  -1 1 1 1
   1858  28   2  -1 1 1 1
   1859  29   2  -1 1 1 1
   1860  30   2  -1 1 1 1
   1861 -29   3  -1 1 1 1
   1862 -28   3  -1 1 1 1
   1863 -27   3  -1 1 1 1
   1864 -26   3  -1 1 1 1
   1865 -25   3  -1 1 1 1
   1866 -24   3  -1 1 1 1
   1867 -23   3  -1 1 1 1
   1868 -22   3  -1 1 1 1
   1869 -21   3  -1 1 1 1
   1870 -20   3  -1 1 1 1
   1871 -19   3  -1 1 1 1
   1872 -18   3  -1 1 1 1
   1873 -17   3  -1 1 1 1
   1874 -16   3  -1 1 1 1
   1875 -15   3  -1 1 1 1
   1876 -14   3  -1 1 1 1
   1877 -13   3  -1 1 1 1
   1878 -12   3  -1 1 1 1
   1879 -11   3  -1 1 1 1
   1880 -10   3  -1 1 1 1
   1881  -9   3  -1 1 1 1
   1882  -8   3  -1 1 1 1
   1883  -7   3  -1 1 1 1
   1884  -6   3  -1 1 1 1
   1885  -5   3  -1 1 1 1
   1886  -4   3  -1 1 1 1
   1887  -3   3  -1 1 1 1
   1888  -2   3  -1 1 1 1
   1889  -1   3  -1 1 1 1
   1890   0   3  -1 1 1 1
   1891   1   3  -1 1 1 1
   1892   2   3  -1 1 1 1
   1893   3   3  -1 1 1 1
   1894   4   3  -1 1 1 1
   1895   5   3  -1 1 1 1
   1896   6   3  -1 1 1 1
   1897   7   3  -1 1 1 1
   1898   8   3  -1 1 1 1
   1899   9   3  -1 1 1 1
   1900  10   3  -1 1 1 1
   1901  11   3  -1 1 1 1
   1902  12   3  -1 1 1 1
   1903  13   3  -1 1 1 1
   1904  14   3  -1 1 1 1
   1905  15   3  -1 1 1 1
   1906  16   3  -1 1 1 1
   1907  17   3  -1 1 1 1
   1908  18   3  -1 1 1 1
   1909  19   3  -1 1 1 1
   1910  20   3  -1 1 1 1
   1911  21   3  -1 1 1 1
   1912  22   3  -1 1 1 1
   1913  23   3  -1 1 1 1
   1914  24   3  -1 1 1 1
   1915  25   3  -1 1 1 1
   1916  26   3  -1 1 1 1
   1917  27   3  -1 1 1 1
   1918  28   3  -1 1 1 1
   1919  29   3  -1 1 1 1
   1920  30   3  -1 1 1 1
   1921 -29   4  -1 1 1 1
   1922 -28   4  -1 1 1 1
   1923 -27   4  -1 1 1 1
   1924 -26   4  -1 1 1 1
   1925 -25   4  -1 1 1 1
   1926 -24   4  -1 1 1 1
   1927 -23   4  -1 1 1 1
   1928 -22   4  -1 1 1 1
   1929 -21   4  -1 1 1 1
   1930 -20   4  -1 1 1 1
   1931 -19   4  -1 1 1 1
   1932 -18   4  -1 1 1 1
   1933 -17   4  -1 1 1 1
   1934 -16   4  -1 1 1 1
   1935 -15   4  -1 1 1 1
   1936 -14   4  -1 1 1 1
   1937 -13   4  -1 1 1 1
   1938 -12   4  -1 1 1 1
   1939 -11   4  -1 1 1 1
   1940 -10   4  -1 1 1 1
   1941  -9   4  -1 1 1 1
   1942  -8   4  -1 1 1 1
   1943  -7   4  -1 1 1 1
   1944  -6   4  -1 1 1 1
   1945  -5   4  -1 1 1 1
   1946  -4   4  -1 1 1 1
   1947  -3   4  -1 1 1 1
   1948  -2   4  -1 1 1 1
   1949  -1   4  -1 1 1 1
   1950   0   4  -1 1 1 1
   1951   1   4  -1 1 1 1
   1952   2   4  -1 1 1 1
   1953   3   4  -1 1 1 1
   1954   4   4  -1 1 1 1
   1955   5   4  -1 1 1 1
   1956   6   4  -1 1 1 1
   1957   7   4  -1 1 1 1
   1958   8   4  -1 1 1 1
   1959   9   4  -1 1 1 1
   1960  10   4  -1 1 1 1
   1961  11   4  -1 1 1 1
   1962  12   4  -1 1 1 1
   1963  13   4  -1 1 1 1
   1964  14   4  -1 1 1 1
   1965  15   4  -1 1 1 1
   1966  16   4  -1 1 1 1
   1967  17   4  -1 1 1 1
   1968  18   4  -1 1 1 1
   1969  19   4  -1 1 1 1
   1970  20   4  -1 1 1 1
   1971  21   4  -1 1 1 1
   1972  22   4  -1 1 1 1
   1973  23   4  -1 1 1 1
   1974  24   4  -1 1 1 1
   1975  25   4  -1 1 1 1
   1976  26   4  -1 1 1 1
   1977  27   4  -1 1 1 1
   1978  28   4  -1 1 1 1
   1979  29   4  -1 1 1 1
   1980  30   4  -1 1 1 1
   1981 -29  -4   0 1 1 1
   1982 -28  -4   0 1 1 1
   1983 -27  -4   0 1 1 1
   1984 -26  -4   0 1 1 1
   1985 -25  -4   0 1 1 1
   1986 -24  -4   0 1 1 1
   1987 -23  -4   0 1 1 1
   1988 -22  -4   0 1 1 1
   1989 -21  -4   0 1 1 1
   1990 -20  -4   0 1 1 1
   1991 -19  -4   0 1 1 1
   1992 -18  -4   0 1 1 1
   1993 -17  -4   0 1 1 1
   1994 -16  -4   0 1 1 1
   1995 -15  -4   0 1 1 1
   1996 -14  -4   0 1 1 1
   1997 -13  -4   0 1 1 1
   1998 -12  -4   0 1 1 1
   1999 -11  -4   0 1 1 1
   2000 -10  -4   0 1 1 1
   2001  -9  -4   0 1 1 1
   2002  -8  -4   0 1 1 1
   2003  -7  -4   0 1 1 1
   2004  -6  -4   0 1 1 1
   2005  -5  -4   0 1 1 1
   2006  -4  -4   0 1 1 1
   2007  -3  -4   0 1 1 1
   2008  -2  -4   0 1 1 1
   2009  -1  -4   0 1 1 1
   2010   0  -4   0 1 1 1
   2011   1  -4   0 1 1 1
   2012   2  -4   0 1 1 1
   2013   3  -4   0 1 1 1
   2014   4  -4   0 1 1 1
   2015   5  -4   0 1 1 1
   2016   6  -4   0 1 1 1
   2017   7  -4   0 1 1 1
   2018   8  -4   0 1 1 1
   2019   9  -4   0 1 1 1
   2020  10  -4   0 1 1 1
   2021  11  -4   0 1 1 1
   2022  12  -4   0 1 1 1
   2023  13  -4   0 1 1 1
   2024  14  -4   0 1 1 1
   2025  15  -4   0 1 1 1
   2026  16  -4   0 1 1 1
   2027  17  -4   0 1 1 1
   2028  18  -4   0 1 1 1
   2029  19  -4   0 1 1 1
   2030  20  -4   0 1 1 1
   2031  21  -4   0 1 1 1
   2032  22  -4   0 1 1 1
   2033  23  -4   0 1 1 1
   2034  24  -4   0 1 1 1
   2035  25  -4   0 1 1 1
   2036  26  -4   0 1 1 1
   2037  27  -4   0 1 1 1
   2038  28  -4   0 1 1 1
   2039  29  -4   0 1 1 1
   2040  30  -4   0 1 1 1
   2041 -29  -3   0 1 1 1
   2042 -28  -3   0 1 1 1
   2043 -27  -3   0 1 1 1
   2044 -26  -3   0 1 1 1
   2045 -25  -3   0 1 1 1
   2046 -24  -3   0 1 1 1
   2047 -23  -3   0 1 1 1
   2048 -22  -3   0 1 1 1
   2049 -21  -3   0 1 1 1
   2050 -20  -3   0 1 1 1
   2051 -19  -3   0 1 1 1
   2052 -18  -3   0 1 1 1
   2053 -17  -3   0 1 1 1
   2054 -16  -3   0 1 1 1
   2055 -15  -3   0 1 1 1
   2056 -14  -3   0 1 1 1
   2057 -13  -3   0 1 1 1
   2058 -12  -3   0 1 1 1
   2059 -11  -3   0 1 1 1
   2060 -10  -3   0 1 1 1
   2061  -9  -3   0 1 1 1
   2062  -8  -3   0 1 1 1
   2063  -7  -3   0 1 1 1
   2064  -6  -3   0 1 1 1
   2065  -5  -3   0 1 1 1
   2066  -4  -3   0 1 1 1
   2067  -3  -3   0 1 1 1
   2068  -2  -3   0 1 1 1
   2069  -1  -3   0 1 1 1
   2070   0  -3   0 1 1 1
   2071   1  -3   0 1 1 1
   2072   2  -3   0 1 1 1
   2073   3  -3   0 1 1 1
   2074   4  -3   0 1 1 1
   2075   5  -3   0 1 1 1
   2076   6  -3   0 1 1 1
   2077   7  -3   0 1 1 1
   2078   8  -3   0 1 1 1
   2079   9  -3   0 1 1 1
   2080  10  -3   0 1 1 1
   2081  11  -3   0 1 1 1
   2082  12  -3   0 1 1 1
   2083  13  -3   0 1 1 1
   2084  14  -3   0 1 1 1
   2085  15  -3   0 1 1 1
   2086  16  -3   0 1 1 1
   2087  17  -3   0 1 1 1
   2088  18  -3   0 1 1 1
   2089  19  -3   0 1 1 1
   2090  20  -3   0 1 1 1
   2091  21  -3   0 1 1 1
   2092  22  -3   0 1 1 1
   2093  23  -3   0 1 1 1
   2094  24  -3   0 1 1 1
   2095  25  -3   0 1 1 1
   2096  26  -3   0 1 1 1
   2097  27  -3   0 1 1 1
   2098  28  -3   0 1 1 1
   2099  29  -3   0 1 1 1
   2100  30  -3   0 1 1 1
   2101 -29  -2   0 1 1 1
   2102 -28  -2   0 1 1 1
   2103 -27  -2   0 1 1 1
   2104 -26  -2   0 1 1 1
   2105 -25  -2   0 1 1 1
   2106 -24  -2   0 1 1 1
   2107 -23  -2   0 1 1 1
   2108 -22  -2   0 1 1 1
   2109 -21  -2   0 1 1 1
   2110 -20  -2   0 1 1 1
   2111 -19  -2   0 1 1 1
   2112 -18  -2   0 1 1 1
   2113 -17  -2   0 1 1 1
   2114 -16  -2   0 1 1 1
   2115 -15  -2   0 1 1 1
   2116 -14  -2   0 1 1 1
   2117 -13  -2   0 1 1 1
   2118 -12  -2   0 1 1 1
   2119 -11  -2   0 1 1 1
   2120 -10  -2   0 1 1 1
   2121  -9  -2   0 1 1 1
   2122  -8  -2   0 1 1 1
   2123  -7  -2   0 1 1 1
   2124  -6  -2   0 1 1 1
   2125  -5  -2   0 1 1 1
   2126  -4  -2   0 1 1 1
   2127  -3  -2   0 1 1 1
   2128  -2  -2   0 1 1 1
   2129  -1  -2   0 1 1 1
   2130   0  -2   0 1 1 1
   2131   1  -2   0 1 1 1
   2132   2  -2   0 1 1 1
   2133   3  -2   0 1 1 1
   2134   4  -2   0 1 1 1
   2135   5  -2   0 1 1 1
   2136   6  -2   0 1 1 1
   2137   7  -2   0 1 1 1
   2138   8  -2   0 1 1 1
   2139   9  -2   0 1 1 1
   2140  10  -2   0 1 1 1
   2141  11  -2   0 1 1 1
   2142  12  -2   0 1 1 1
   2143  13  -2   0 1 1 1
   2144  14  -2   0 1 1 1
   2145  15  -2   0 1 1 1
   2146  16  -2   0 1 1 1
   2147  17  -2   0 1 1 1
   2148  18  -2   0 1 1 1
   2149  19  -2   0 1 1 1
   2150  20  -2   0 1 1 1
   2151  21  -2   0 1 1 1
   2152  22  -2   0 1 1 1
   2153  23  -2   0 1 1 1
   2154  24  -2   0 1 1 1
   2155  25  -2   0 1 1 1
   2156  26  -2   0 1 1 1
   2157  27  -2   0 1 1 1
   2158  28  -2   0 1 1 1
   2159  29  -2   0 1 1 1
   2160  30  -2   0 1 1 1
   2161 -29  -1   0 1 1 1
   2162 -28  -1   0 1 1 1
   2163 -27  -1   0 1 1 1
   2164 -26  -1   0 1 1 1
   2165 -25  -1   0 1 1 1
   2166 -24  -1   0 1 1 1
   2167 -23  -1   0 1 1 1
   2168 -22  -1   0 1 1 1
   2169 -21  -1   0 1 1 1
   2170 -20  -1   0 1 1 1
   2171 -19  -1   0 1 1 1
   2172 -18  -1   0 1 1 1
   2173 -17  -1   0 1 1 1
   2174 -16  -1   0 1 1 1
   2175 -15  -1   0 1 1 1
   2176 -14  -1   0 1 1 1
   2177 -13  -1   0 1 1 1
   2178 -12  -1   0 1 1 1
   2179 -11  -1   0 1 1 1
   2180 -10  -1   0 1 1 1
   2181  -9  -1   0 1 1 1
   2182  -8  -1   0 1 1 1
   2183  -7  -1   0 1 1 1
   2184  -6  -1   0 1 1 1
   2185  -5  -1   0 1 1 1
   2186  -4  -1   0 1 1 1
   2187  -3  -1   0 1 1 1
   2188  -2  -1   0 1 1 1
   2189  -1  -1   0 1 1 1
   2190   0  -1   0 1 1 1
   2191   1  -1   0 1 1 1
   2192   2  -1   0 1 1 1
   2193   3  -1   0 1 1 1
   2194   4  -1   0 1 1 1
   2195   5  -1   0 1 1 1
   2196   6  -1   0 1 1 1
   2197   7  -1   0 1 1 1
   2198   8  -1   0 1 1 1
   2199   9  -1   0 1 1 1
   2200  10  -1   0 1 1 1
   2201  11  -1   0 1 1 1
   2202  12  -1   0 1 1 1
   2203  13  -1   0 1 1 1
   2204  14  -1   0 1 1 1
   2205  15  -1   0 1 1 1
   2206  16  -1   0 1 1 1
   2207  17  -1   0 1 1 1
   2208  18  -1   0 1 1 1
   2209  19  -1   0 1 1 1
   2210  20  -1   0 1 1 1
   2211  21  -1   0 1 1 1
   2212  22  -1   0 1 1 1
   2213  23  -1   0 1 1 1
   2214  24  -1   0 1 1 1
   2215  25  -1   0 1 1 1
   2216  26  -1   0 1 1 1
   2217  27  -1   0 1 1 1
   2218  28  -1   0 1 1 1
   2219  29  -1   0 1 1 1
   2220  30  -1   0 1 1 1
   2221 -29   0   0 1 1 1
   2222 -28   0   0 1 1 1
   2223 -27   0   0 1 1 1
   2224 -26   0   0 1 1 1
   2225 -25   0   0 1 1 1
   2226 -24   0   0 1 1 1
   2227 -23   0   0 1 1 1
   2228 -22   0   0 1 1 1
   2229 -21   0   0 1 1 1
   2230 -20   0   0 1 1 1
   2231 -19   0   0 1 1 1
   2232 -18   0   0 1 1 1
   2233 -17   0   0 1 1 1
   2234 -16   0   0 1 1 1
   2235 -15   0   0 1 1 1
   2236 -14   0   0 1 1 1
   2237 -13   0   0 1 1 1
   2238 -12   0   0 1 1 1
   2239 -11   0   0 1 1 1
   2240 -10   0   0 1 1 1
   2241  -9   0   0 1 1 1
   2242  -8   0   0 1 1 1
   2243  -7   0   0 1 1 1
   2244  -6   0   0 1 1 1
   2245  -5   0   0 1 1 1
   2246  -4   0   0 1 1 1
   2247  -3   0   0 1 1 1
   2248  -2   0   0 1 1 1
   2249  -1   0   0 1 1 1
   2250   0   0   0 1 1 1
   2251   1   0   0 1 1 1
   2252   2   0   0 1 1 1
   2253   3   0   0 1 1 1
   2254   4   0   0 1 1 1
   2255   5   0   0 1 1 1
   2256   6   0   0 1 1 1
   2257   7   0   0 1 1 1
   2258   8   0   0 1 1 1
   2259   9   0   0 1 1 1
   2260  10   0   0 1 1 1
   2261  11   0   0 1 1 1
   2262  12   0   0 1 1 1
   2263  13   0   0 1 1 1
   2264  14   0   0 1 1 1
   2265  15   0   0 1 1 1
   2266  16   0   0 1 1 1
   2267  17   0   0 1 1 1
   2268  18   0   0 1 1 1
   2269  19   0   0 1 1 1
   2270  20   0   0 1 1 1
   2271  21   0   0 1 1 1
   2272  22   0   0 1 1 1
   2273  23   0   0 1 1 1
   2274  24   0   0 1 1 1
   2275  25   0   0 1 1 1
   2276  26   0   0 1 1 1
   2277  27   0   0 1 1 1
   2278  28   0   0 1 1 1
   2279  29   0   0 1 1 1
   2280  30   0   0 1 1 1
   2281 -29   1   0 1 1 1
   2282 -28   1   0 1 1 1
   2283 -27   1   0 1 1 1
   2284 -26   1   0 1 1 1
   2285 -25   1   0 1 1 1
   2286 -24   1   0 1 1 1
   2287 -23   1   0 1 1 1
   2288 -22   1   0 1 1 1
   2289 -21   1   0 1 1 1
   2290 -20   1   0 1 1 1
   2291 -19   1   0 1 1 1
   2292 -18   1   0 1 1 1
   2293 -17   1   0 1 1 1
   2294 -16   1   0 1 1 1
   2295 -15   1   0 1 1 1
   2296 -14   1   0 1 1 1
   2297 -13   1   0 1 1 1
   2298 -12   1   0 1 1 1
   2299 -11   1   0 1 1 1
   2300 -10   1   0 1 1 1
   2301  -9   1   0 1 1 1
   2302  -8   1   0 1 1 1
   2303  -7   1   0 1 1 1
   2304  -6   1   0 1 1 1
   2305  -5   1   0 1 1 1
   2306  -4   1   0 1 1 1
   2307  -3   1   0 1 1 1
   2308  -2   1   0 1 1 1
   2309  -1   1   0 1 1 1
   2310   0   1   0 1 1 1
   2311   1   1   0 1 1 1
   2312   2   1   0 1 1 1
   2313   3   1   0 1 1 1
   2314   4   1   0 1 1 1
   2315   5   1   0 1 1 1
   2316   6   1   0 1 1 1
   2317   7   1   0 1 1 1
   2318   8   1   0 1 1 1
   2319   9   1   0 1 1 1
   2320  10   1   0 1 1 1
   2321  11   1   0 1 1 1
   2322  12   1   0 1 1 1
   2323  13   1   0 1 1 1
   2324  14   1   0 1 1 1
   2325  15   1   0 1 1 1
   2326  16   1   0 1 1 1
   2327  17   1   0 1 1 1
   2328  18   1   0 1 1 1
   2329  19   1   0 1 1 1
   2330  20   1   0 1 1 1
   2331  21   1   0 1 1 1
   2332  22   1   0 1 1 1
   2333  23   1   0 1 1 1
   2334  24   1   0 1 1 1
   2335  25   1   0 1 1 1
   2336  26   1   0 1 1 1
