 >TARCYL  cylindrical target: Length= 66.0000 Diameter= 20.0000
     20856 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  11248  -5   3   1 1 1 1
  11249  -4   3   1 1 1 1
  11250  -3   3   1 1 1 1
  11251  -2   3   1 1 1 1
  11252  -1   3   1 1 1 1
  11253   0   3   1 1 1 1
  11254   1   3   1 1 1 1
  11255   2   3   1 1 1 1
  11256   3   3   1 1 1 1
  11257   4   3   1 1 1 1
  11258   5   3   1 1 1 1
  11259   6   3   1 1 1 1
  11260   7   3   1 1 1 1
  11261   8   3   1 1 1 1
  11262   9   3   1 1 1 1
  11263  10   3   1 1 1 1
  11264  11   3   1 1 1 1
  11265  12   3   1 1 1 1
  11266  13   3   1 1 1 1
  11267  14   3   1 1 1 1
  11268  15   3   1 1 1 1
  11269  16   3   1 1 1 1
  11270  17   3   1 1 1 1
  11271  18   3   1 1 1 1
  11272  19   3   1 1 1 1
  11273  20   3   1 1 1 1
  11274  21   3   1 1 1 1
  11275  22   3   1 1 1 1
  11276  23   3   1 1 1 1
  11277  24   3   1 1 1 1
  11278  25   3   1 1 1 1
  11279  26   3   1 1 1 1
  11280  27   3   1 1 1 1
  11281  28   3   1 1 1 1
  11282  29   3   1 1 1 1
  11283  30   3   1 1 1 1
  11284  31   3   1 1 1 1
  11285  32   3   1 1 1 1
  11286  33   3   1 1 1 1
  11287 -32   4   1 1 1 1
  11288 -31   4   1 1 1 1
  11289 -30   4   1 1 1 1
  11290 -29   4   1 1 1 1
  11291 -28   4   1 1 1 1
  11292 -27   4   1 1 1 1
  11293 -26   4   1 1 1 1
  11294 -25   4   1 1 1 1
  11295 -24   4   1 1 1 1
  11296 -23   4   1 1 1 1
  11297 -22   4   1 1 1 1
  11298 -21   4   1 1 1 1
  11299 -20   4   1 1 1 1
  11300 -19   4   1 1 1 1
  11301 -18   4   1 1 1 1
  11302 -17   4   1 1 1 1
  11303 -16   4   1 1 1 1
  11304 -15   4   1 1 1 1
  11305 -14   4   1 1 1 1
  11306 -13   4   1 1 1 1
  11307 -12   4   1 1 1 1
  11308 -11   4   1 1 1 1
  11309 -10   4   1 1 1 1
  11310  -9   4   1 1 1 1
  11311  -8   4   1 1 1 1
  11312  -7   4   1 1 1 1
  11313  -6   4   1 1 1 1
  11314  -5   4   1 1 1 1
  11315  -4   4   1 1 1 1
  11316  -3   4   1 1 1 1
  11317  -2   4   1 1 1 1
  11318  -1   4   1 1 1 1
  11319   0   4   1 1 1 1
  11320   1   4   1 1 1 1
  11321   2   4   1 1 1 1
  11322   3   4   1 1 1 1
  11323   4   4   1 1 1 1
  11324   5   4   1 1 1 1
  11325   6   4   1 1 1 1
  11326   7   4   1 1 1 1
  11327   8   4   1 1 1 1
  11328   9   4   1 1 1 1
  11329  10   4   1 1 1 1
  11330  11   4   1 1 1 1
  11331  12   4   1 1 1 1
  11332  13   4   1 1 1 1
  11333  14   4   1 1 1 1
  11334  15   4   1 1 1 1
  11335  16   4   1 1 1 1
  11336  17   4   1 1 1 1
  11337  18   4   1 1 1 1
  11338  19   4   1 1 1 1
  11339  20   4   1 1 1 1
  11340  21   4   1 1 1 1
  11341  22   4   1 1 1 1
  11342  23   4   1 1 1 1
  11343  24   4   1 1 1 1
  11344  25   4   1 1 1 1
  11345  26   4   1 1 1 1
  11346  27   4   1 1 1 1
  11347  28   4   1 1 1 1
  11348  29   4   1 1 1 1
  11349  30   4   1 1 1 1
  11350  31   4   1 1 1 1
  11351  32   4   1 1 1 1
  11352  33   4   1 1 1 1
  11353 -32   5   1 1 1 1
  11354 -31   5   1 1 1 1
  11355 -30   5   1 1 1 1
  11356 -29   5   1 1 1 1
  11357 -28   5   1 1 1 1
  11358 -27   5   1 1 1 1
  11359 -26   5   1 1 1 1
  11360 -25   5   1 1 1 1
  11361 -24   5   1 1 1 1
  11362 -23   5   1 1 1 1
  11363 -22   5   1 1 1 1
  11364 -21   5   1 1 1 1
  11365 -20   5   1 1 1 1
  11366 -19   5   1 1 1 1
  11367 -18   5   1 1 1 1
  11368 -17   5   1 1 1 1
  11369 -16   5   1 1 1 1
  11370 -15   5   1 1 1 1
  11371 -14   5   1 1 1 1
  11372 -13   5   1 1 1 1
  11373 -12   5   1 1 1 1
  11374 -11   5   1 1 1 1
  11375 -10   5   1 1 1 1
  11376  -9   5   1 1 1 1
  11377  -8   5   1 1 1 1
  11378  -7   5   1 1 1 1
  11379  -6   5   1 1 1 1
  11380  -5   5   1 1 1 1
  11381  -4   5   1 1 1 1
  11382  -3   5   1 1 1 1
  11383  -2   5   1 1 1 1
  11384  -1   5   1 1 1 1
  11385   0   5   1 1 1 1
  11386   1   5   1 1 1 1
  11387   2   5   1 1 1 1
  11388   3   5   1 1 1 1
  11389   4   5   1 1 1 1
  11390   5   5   1 1 1 1
  11391   6   5   1 1 1 1
  11392   7   5   1 1 1 1
  11393   8   5   1 1 1 1
  11394   9   5   1 1 1 1
  11395  10   5   1 1 1 1
  11396  11   5   1 1 1 1
  11397  12   5   1 1 1 1
  11398  13   5   1 1 1 1
  11399  14   5   1 1 1 1
  11400  15   5   1 1 1 1
  11401  16   5   1 1 1 1
  11402  17   5   1 1 1 1
  11403  18   5   1 1 1 1
  11404  19   5   1 1 1 1
  11405  20   5   1 1 1 1
  11406  21   5   1 1 1 1
  11407  22   5   1 1 1 1
  11408  23   5   1 1 1 1
  11409  24   5   1 1 1 1
  11410  25   5   1 1 1 1
  11411  26   5   1 1 1 1
  11412  27   5   1 1 1 1
  11413  28   5   1 1 1 1
  11414  29   5   1 1 1 1
  11415  30   5   1 1 1 1
  11416  31   5   1 1 1 1
  11417  32   5   1 1 1 1
  11418  33   5   1 1 1 1
  11419 -32   6   1 1 1 1
  11420 -31   6   1 1 1 1
  11421 -30   6   1 1 1 1
  11422 -29   6   1 1 1 1
  11423 -28   6   1 1 1 1
  11424 -27   6   1 1 1 1
  11425 -26   6   1 1 1 1
  11426 -25   6   1 1 1 1
  11427 -24   6   1 1 1 1
  11428 -23   6   1 1 1 1
  11429 -22   6   1 1 1 1
  11430 -21   6   1 1 1 1
  11431 -20   6   1 1 1 1
  11432 -19   6   1 1 1 1
  11433 -18   6   1 1 1 1
  11434 -17   6   1 1 1 1
  11435 -16   6   1 1 1 1
  11436 -15   6   1 1 1 1
  11437 -14   6   1 1 1 1
  11438 -13   6   1 1 1 1
  11439 -12   6   1 1 1 1
  11440 -11   6   1 1 1 1
  11441 -10   6   1 1 1 1
  11442  -9   6   1 1 1 1
  11443  -8   6   1 1 1 1
  11444  -7   6   1 1 1 1
  11445  -6   6   1 1 1 1
  11446  -5   6   1 1 1 1
  11447  -4   6   1 1 1 1
  11448  -3   6   1 1 1 1
  11449  -2   6   1 1 1 1
  11450  -1   6   1 1 1 1
  11451   0   6   1 1 1 1
  11452   1   6   1 1 1 1
  11453   2   6   1 1 1 1
  11454   3   6   1 1 1 1
  11455   4   6   1 1 1 1
  11456   5   6   1 1 1 1
  11457   6   6   1 1 1 1
  11458   7   6   1 1 1 1
  11459   8   6   1 1 1 1
  11460   9   6   1 1 1 1
  11461  10   6   1 1 1 1
  11462  11   6   1 1 1 1
  11463  12   6   1 1 1 1
  11464  13   6   1 1 1 1
  11465  14   6   1 1 1 1
  11466  15   6   1 1 1 1
  11467  16   6   1 1 1 1
  11468  17   6   1 1 1 1
  11469  18   6   1 1 1 1
  11470  19   6   1 1 1 1
  11471  20   6   1 1 1 1
  11472  21   6   1 1 1 1
  11473  22   6   1 1 1 1
  11474  23   6   1 1 1 1
  11475  24   6   1 1 1 1
  11476  25   6   1 1 1 1
  11477  26   6   1 1 1 1
  11478  27   6   1 1 1 1
  11479  28   6   1 1 1 1
  11480  29   6   1 1 1 1
  11481  30   6   1 1 1 1
  11482  31   6   1 1 1 1
  11483  32   6   1 1 1 1
  11484  33   6   1 1 1 1
  11485 -32   7   1 1 1 1
  11486 -31   7   1 1 1 1
  11487 -30   7   1 1 1 1
  11488 -29   7   1 1 1 1
  11489 -28   7   1 1 1 1
  11490 -27   7   1 1 1 1
  11491 -26   7   1 1 1 1
  11492 -25   7   1 1 1 1
  11493 -24   7   1 1 1 1
  11494 -23   7   1 1 1 1
  11495 -22   7   1 1 1 1
  11496 -21   7   1 1 1 1
  11497 -20   7   1 1 1 1
  11498 -19   7   1 1 1 1
  11499 -18   7   1 1 1 1
  11500 -17   7   1 1 1 1
  11501 -16   7   1 1 1 1
  11502 -15   7   1 1 1 1
  11503 -14   7   1 1 1 1
  11504 -13   7   1 1 1 1
  11505 -12   7   1 1 1 1
  11506 -11   7   1 1 1 1
  11507 -10   7   1 1 1 1
  11508  -9   7   1 1 1 1
  11509  -8   7   1 1 1 1
  11510  -7   7   1 1 1 1
  11511  -6   7   1 1 1 1
  11512  -5   7   1 1 1 1
  11513  -4   7   1 1 1 1
  11514  -3   7   1 1 1 1
  11515  -2   7   1 1 1 1
  11516  -1   7   1 1 1 1
  11517   0   7   1 1 1 1
  11518   1   7   1 1 1 1
  11519   2   7   1 1 1 1
  11520   3   7   1 1 1 1
  11521   4   7   1 1 1 1
  11522   5   7   1 1 1 1
  11523   6   7   1 1 1 1
  11524   7   7   1 1 1 1
  11525   8   7   1 1 1 1
  11526   9   7   1 1 1 1
  11527  10   7   1 1 1 1
  11528  11   7   1 1 1 1
  11529  12   7   1 1 1 1
  11530  13   7   1 1 1 1
  11531  14   7   1 1 1 1
  11532  15   7   1 1 1 1
  11533  16   7   1 1 1 1
  11534  17   7   1 1 1 1
  11535  18   7   1 1 1 1
  11536  19   7   1 1 1 1
  11537  20   7   1 1 1 1
  11538  21   7   1 1 1 1
  11539  22   7   1 1 1 1
  11540  23   7   1 1 1 1
  11541  24   7   1 1 1 1
  11542  25   7   1 1 1 1
  11543  26   7   1 1 1 1
  11544  27   7   1 1 1 1
  11545  28   7   1 1 1 1
  11546  29   7   1 1 1 1
  11547  30   7   1 1 1 1
  11548  31   7   1 1 1 1
  11549  32   7   1 1 1 1
  11550  33   7   1 1 1 1
  11551 -32   8   1 1 1 1
  11552 -31   8   1 1 1 1
  11553 -30   8   1 1 1 1
  11554 -29   8   1 1 1 1
  11555 -28   8   1 1 1 1
  11556 -27   8   1 1 1 1
  11557 -26   8   1 1 1 1
  11558 -25   8   1 1 1 1
  11559 -24   8   1 1 1 1
  11560 -23   8   1 1 1 1
  11561 -22   8   1 1 1 1
  11562 -21   8   1 1 1 1
  11563 -20   8   1 1 1 1
  11564 -19   8   1 1 1 1
  11565 -18   8   1 1 1 1
  11566 -17   8   1 1 1 1
  11567 -16   8   1 1 1 1
  11568 -15   8   1 1 1 1
  11569 -14   8   1 1 1 1
  11570 -13   8   1 1 1 1
  11571 -12   8   1 1 1 1
  11572 -11   8   1 1 1 1
  11573 -10   8   1 1 1 1
  11574  -9   8   1 1 1 1
  11575  -8   8   1 1 1 1
  11576  -7   8   1 1 1 1
  11577  -6   8   1 1 1 1
  11578  -5   8   1 1 1 1
  11579  -4   8   1 1 1 1
  11580  -3   8   1 1 1 1
  11581  -2   8   1 1 1 1
  11582  -1   8   1 1 1 1
  11583   0   8   1 1 1 1
  11584   1   8   1 1 1 1
  11585   2   8   1 1 1 1
  11586   3   8   1 1 1 1
  11587   4   8   1 1 1 1
  11588   5   8   1 1 1 1
  11589   6   8   1 1 1 1
  11590   7   8   1 1 1 1
  11591   8   8   1 1 1 1
  11592   9   8   1 1 1 1
  11593  10   8   1 1 1 1
  11594  11   8   1 1 1 1
  11595  12   8   1 1 1 1
  11596  13   8   1 1 1 1
  11597  14   8   1 1 1 1
  11598  15   8   1 1 1 1
  11599  16   8   1 1 1 1
  11600  17   8   1 1 1 1
  11601  18   8   1 1 1 1
  11602  19   8   1 1 1 1
  11603  20   8   1 1 1 1
  11604  21   8   1 1 1 1
  11605  22   8   1 1 1 1
  11606  23   8   1 1 1 1
  11607  24   8   1 1 1 1
  11608  25   8   1 1 1 1
  11609  26   8   1 1 1 1
  11610  27   8   1 1 1 1
  11611  28   8   1 1 1 1
  11612  29   8   1 1 1 1
  11613  30   8   1 1 1 1
  11614  31   8   1 1 1 1
  11615  32   8   1 1 1 1
  11616  33   8   1 1 1 1
  11617 -32   9   1 1 1 1
  11618 -31   9   1 1 1 1
  11619 -30   9   1 1 1 1
  11620 -29   9   1 1 1 1
  11621 -28   9   1 1 1 1
  11622 -27   9   1 1 1 1
  11623 -26   9   1 1 1 1
  11624 -25   9   1 1 1 1
  11625 -24   9   1 1 1 1
  11626 -23   9   1 1 1 1
  11627 -22   9   1 1 1 1
  11628 -21   9   1 1 1 1
  11629 -20   9   1 1 1 1
  11630 -19   9   1 1 1 1
  11631 -18   9   1 1 1 1
  11632 -17   9   1 1 1 1
  11633 -16   9   1 1 1 1
  11634 -15   9   1 1 1 1
  11635 -14   9   1 1 1 1
  11636 -13   9   1 1 1 1
  11637 -12   9   1 1 1 1
  11638 -11   9   1 1 1 1
  11639 -10   9   1 1 1 1
  11640  -9   9   1 1 1 1
  11641  -8   9   1 1 1 1
  11642  -7   9   1 1 1 1
  11643  -6   9   1 1 1 1
  11644  -5   9   1 1 1 1
  11645  -4   9   1 1 1 1
  11646  -3   9   1 1 1 1
  11647  -2   9   1 1 1 1
  11648  -1   9   1 1 1 1
  11649   0   9   1 1 1 1
  11650   1   9   1 1 1 1
  11651   2   9   1 1 1 1
  11652   3   9   1 1 1 1
  11653   4   9   1 1 1 1
  11654   5   9   1 1 1 1
  11655   6   9   1 1 1 1
  11656   7   9   1 1 1 1
  11657   8   9   1 1 1 1
  11658   9   9   1 1 1 1
  11659  10   9   1 1 1 1
  11660  11   9   1 1 1 1
  11661  12   9   1 1 1 1
  11662  13   9   1 1 1 1
  11663  14   9   1 1 1 1
  11664  15   9   1 1 1 1
  11665  16   9   1 1 1 1
  11666  17   9   1 1 1 1
  11667  18   9   1 1 1 1
  11668  19   9   1 1 1 1
  11669  20   9   1 1 1 1
  11670  21   9   1 1 1 1
  11671  22   9   1 1 1 1
  11672  23   9   1 1 1 1
  11673  24   9   1 1 1 1
  11674  25   9   1 1 1 1
  11675  26   9   1 1 1 1
  11676  27   9   1 1 1 1
  11677  28   9   1 1 1 1
  11678  29   9   1 1 1 1
  11679  30   9   1 1 1 1
  11680  31   9   1 1 1 1
  11681  32   9   1 1 1 1
  11682  33   9   1 1 1 1
  11683 -32  10   1 1 1 1
  11684 -31  10   1 1 1 1
  11685 -30  10   1 1 1 1
  11686 -29  10   1 1 1 1
  11687 -28  10   1 1 1 1
  11688 -27  10   1 1 1 1
  11689 -26  10   1 1 1 1
  11690 -25  10   1 1 1 1
  11691 -24  10   1 1 1 1
  11692 -23  10   1 1 1 1
  11693 -22  10   1 1 1 1
  11694 -21  10   1 1 1 1
  11695 -20  10   1 1 1 1
  11696 -19  10   1 1 1 1
  11697 -18  10   1 1 1 1
  11698 -17  10   1 1 1 1
  11699 -16  10   1 1 1 1
  11700 -15  10   1 1 1 1
  11701 -14  10   1 1 1 1
  11702 -13  10   1 1 1 1
  11703 -12  10   1 1 1 1
  11704 -11  10   1 1 1 1
  11705 -10  10   1 1 1 1
  11706  -9  10   1 1 1 1
  11707  -8  10   1 1 1 1
  11708  -7  10   1 1 1 1
  11709  -6  10   1 1 1 1
  11710  -5  10   1 1 1 1
  11711  -4  10   1 1 1 1
  11712  -3  10   1 1 1 1
  11713  -2  10   1 1 1 1
  11714  -1  10   1 1 1 1
  11715   0  10   1 1 1 1
  11716   1  10   1 1 1 1
  11717   2  10   1 1 1 1
  11718   3  10   1 1 1 1
  11719   4  10   1 1 1 1
  11720   5  10   1 1 1 1
  11721   6  10   1 1 1 1
  11722   7  10   1 1 1 1
  11723   8  10   1 1 1 1
  11724   9  10   1 1 1 1
  11725  10  10   1 1 1 1
  11726  11  10   1 1 1 1
  11727  12  10   1 1 1 1
  11728  13  10   1 1 1 1
  11729  14  10   1 1 1 1
  11730  15  10   1 1 1 1
  11731  16  10   1 1 1 1
  11732  17  10   1 1 1 1
  11733  18  10   1 1 1 1
  11734  19  10   1 1 1 1
  11735  20  10   1 1 1 1
  11736  21  10   1 1 1 1
  11737  22  10   1 1 1 1
  11738  23  10   1 1 1 1
  11739  24  10   1 1 1 1
  11740  25  10   1 1 1 1
  11741  26  10   1 1 1 1
  11742  27  10   1 1 1 1
  11743  28  10   1 1 1 1
  11744  29  10   1 1 1 1
  11745  30  10   1 1 1 1
  11746  31  10   1 1 1 1
  11747  32  10   1 1 1 1
  11748  33  10   1 1 1 1
  11749 -32  -9   2 1 1 1
  11750 -31  -9   2 1 1 1
  11751 -30  -9   2 1 1 1
  11752 -29  -9   2 1 1 1
  11753 -28  -9   2 1 1 1
  11754 -27  -9   2 1 1 1
  11755 -26  -9   2 1 1 1
  11756 -25  -9   2 1 1 1
  11757 -24  -9   2 1 1 1
  11758 -23  -9   2 1 1 1
  11759 -22  -9   2 1 1 1
  11760 -21  -9   2 1 1 1
  11761 -20  -9   2 1 1 1
  11762 -19  -9   2 1 1 1
  11763 -18  -9   2 1 1 1
  11764 -17  -9   2 1 1 1
  11765 -16  -9   2 1 1 1
  11766 -15  -9   2 1 1 1
  11767 -14  -9   2 1 1 1
  11768 -13  -9   2 1 1 1
  11769 -12  -9   2 1 1 1
  11770 -11  -9   2 1 1 1
  11771 -10  -9   2 1 1 1
  11772  -9  -9   2 1 1 1
  11773  -8  -9   2 1 1 1
  11774  -7  -9   2 1 1 1
  11775  -6  -9   2 1 1 1
  11776  -5  -9   2 1 1 1
  11777  -4  -9   2 1 1 1
  11778  -3  -9   2 1 1 1
  11779  -2  -9   2 1 1 1
  11780  -1  -9   2 1 1 1
  11781   0  -9   2 1 1 1
  11782   1  -9   2 1 1 1
  11783   2  -9   2 1 1 1
  11784   3  -9   2 1 1 1
  11785   4  -9   2 1 1 1
  11786   5  -9   2 1 1 1
  11787   6  -9   2 1 1 1
  11788   7  -9   2 1 1 1
  11789   8  -9   2 1 1 1
  11790   9  -9   2 1 1 1
  11791  10  -9   2 1 1 1
  11792  11  -9   2 1 1 1
  11793  12  -9   2 1 1 1
  11794  13  -9   2 1 1 1
  11795  14  -9   2 1 1 1
  11796  15  -9   2 1 1 1
  11797  16  -9   2 1 1 1
  11798  17  -9   2 1 1 1
  11799  18  -9   2 1 1 1
  11800  19  -9   2 1 1 1
  11801  20  -9   2 1 1 1
  11802  21  -9   2 1 1 1
  11803  22  -9   2 1 1 1
  11804  23  -9   2 1 1 1
  11805  24  -9   2 1 1 1
  11806  25  -9   2 1 1 1
  11807  26  -9   2 1 1 1
  11808  27  -9   2 1 1 1
  11809  28  -9   2 1 1 1
  11810  29  -9   2 1 1 1
  11811  30  -9   2 1 1 1
  11812  31  -9   2 1 1 1
  11813  32  -9   2 1 1 1
  11814  33  -9   2 1 1 1
  11815 -32  -8   2 1 1 1
  11816 -31  -8   2 1 1 1
  11817 -30  -8   2 1 1 1
  11818 -29  -8   2 1 1 1
  11819 -28  -8   2 1 1 1
  11820 -27  -8   2 1 1 1
  11821 -26  -8   2 1 1 1
  11822 -25  -8   2 1 1 1
  11823 -24  -8   2 1 1 1
  11824 -23  -8   2 1 1 1
  11825 -22  -8   2 1 1 1
  11826 -21  -8   2 1 1 1
  11827 -20  -8   2 1 1 1
  11828 -19  -8   2 1 1 1
  11829 -18  -8   2 1 1 1
  11830 -17  -8   2 1 1 1
  11831 -16  -8   2 1 1 1
  11832 -15  -8   2 1 1 1
  11833 -14  -8   2 1 1 1
  11834 -13  -8   2 1 1 1
  11835 -12  -8   2 1 1 1
  11836 -11  -8   2 1 1 1
  11837 -10  -8   2 1 1 1
  11838  -9  -8   2 1 1 1
  11839  -8  -8   2 1 1 1
  11840  -7  -8   2 1 1 1
  11841  -6  -8   2 1 1 1
  11842  -5  -8   2 1 1 1
  11843  -4  -8   2 1 1 1
  11844  -3  -8   2 1 1 1
  11845  -2  -8   2 1 1 1
  11846  -1  -8   2 1 1 1
  11847   0  -8   2 1 1 1
  11848   1  -8   2 1 1 1
  11849   2  -8   2 1 1 1
  11850   3  -8   2 1 1 1
  11851   4  -8   2 1 1 1
  11852   5  -8   2 1 1 1
  11853   6  -8   2 1 1 1
  11854   7  -8   2 1 1 1
  11855   8  -8   2 1 1 1
  11856   9  -8   2 1 1 1
  11857  10  -8   2 1 1 1
  11858  11  -8   2 1 1 1
  11859  12  -8   2 1 1 1
  11860  13  -8   2 1 1 1
  11861  14  -8   2 1 1 1
  11862  15  -8   2 1 1 1
  11863  16  -8   2 1 1 1
  11864  17  -8   2 1 1 1
  11865  18  -8   2 1 1 1
  11866  19  -8   2 1 1 1
  11867  20  -8   2 1 1 1
  11868  21  -8   2 1 1 1
  11869  22  -8   2 1 1 1
  11870  23  -8   2 1 1 1
  11871  24  -8   2 1 1 1
  11872  25  -8   2 1 1 1
  11873  26  -8   2 1 1 1
  11874  27  -8   2 1 1 1
  11875  28  -8   2 1 1 1
  11876  29  -8   2 1 1 1
  11877  30  -8   2 1 1 1
  11878  31  -8   2 1 1 1
  11879  32  -8   2 1 1 1
  11880  33  -8   2 1 1 1
  11881 -32  -7   2 1 1 1
  11882 -31  -7   2 1 1 1
  11883 -30  -7   2 1 1 1
  11884 -29  -7   2 1 1 1
  11885 -28  -7   2 1 1 1
  11886 -27  -7   2 1 1 1
  11887 -26  -7   2 1 1 1
  11888 -25  -7   2 1 1 1
  11889 -24  -7   2 1 1 1
  11890 -23  -7   2 1 1 1
  11891 -22  -7   2 1 1 1
  11892 -21  -7   2 1 1 1
  11893 -20  -7   2 1 1 1
  11894 -19  -7   2 1 1 1
  11895 -18  -7   2 1 1 1
  11896 -17  -7   2 1 1 1
  11897 -16  -7   2 1 1 1
  11898 -15  -7   2 1 1 1
  11899 -14  -7   2 1 1 1
  11900 -13  -7   2 1 1 1
  11901 -12  -7   2 1 1 1
  11902 -11  -7   2 1 1 1
  11903 -10  -7   2 1 1 1
  11904  -9  -7   2 1 1 1
  11905  -8  -7   2 1 1 1
  11906  -7  -7   2 1 1 1
  11907  -6  -7   2 1 1 1
  11908  -5  -7   2 1 1 1
  11909  -4  -7   2 1 1 1
  11910  -3  -7   2 1 1 1
  11911  -2  -7   2 1 1 1
  11912  -1  -7   2 1 1 1
  11913   0  -7   2 1 1 1
  11914   1  -7   2 1 1 1
  11915   2  -7   2 1 1 1
  11916   3  -7   2 1 1 1
  11917   4  -7   2 1 1 1
  11918   5  -7   2 1 1 1
  11919   6  -7   2 1 1 1
  11920   7  -7   2 1 1 1
  11921   8  -7   2 1 1 1
  11922   9  -7   2 1 1 1
  11923  10  -7   2 1 1 1
  11924  11  -7   2 1 1 1
  11925  12  -7   2 1 1 1
  11926  13  -7   2 1 1 1
  11927  14  -7   2 1 1 1
  11928  15  -7   2 1 1 1
  11929  16  -7   2 1 1 1
  11930  17  -7   2 1 1 1
  11931  18  -7   2 1 1 1
  11932  19  -7   2 1 1 1
  11933  20  -7   2 1 1 1
  11934  21  -7   2 1 1 1
  11935  22  -7   2 1 1 1
  11936  23  -7   2 1 1 1
  11937  24  -7   2 1 1 1
  11938  25  -7   2 1 1 1
  11939  26  -7   2 1 1 1
  11940  27  -7   2 1 1 1
  11941  28  -7   2 1 1 1
  11942  29  -7   2 1 1 1
  11943  30  -7   2 1 1 1
  11944  31  -7   2 1 1 1
  11945  32  -7   2 1 1 1
  11946  33  -7   2 1 1 1
  11947 -32  -6   2 1 1 1
  11948 -31  -6   2 1 1 1
  11949 -30  -6   2 1 1 1
  11950 -29  -6   2 1 1 1
  11951 -28  -6   2 1 1 1
  11952 -27  -6   2 1 1 1
  11953 -26  -6   2 1 1 1
  11954 -25  -6   2 1 1 1
  11955 -24  -6   2 1 1 1
  11956 -23  -6   2 1 1 1
  11957 -22  -6   2 1 1 1
  11958 -21  -6   2 1 1 1
  11959 -20  -6   2 1 1 1
  11960 -19  -6   2 1 1 1
  11961 -18  -6   2 1 1 1
  11962 -17  -6   2 1 1 1
  11963 -16  -6   2 1 1 1
  11964 -15  -6   2 1 1 1
  11965 -14  -6   2 1 1 1
  11966 -13  -6   2 1 1 1
  11967 -12  -6   2 1 1 1
  11968 -11  -6   2 1 1 1
  11969 -10  -6   2 1 1 1
  11970  -9  -6   2 1 1 1
  11971  -8  -6   2 1 1 1
  11972  -7  -6   2 1 1 1
  11973  -6  -6   2 1 1 1
  11974  -5  -6   2 1 1 1
  11975  -4  -6   2 1 1 1
  11976  -3  -6   2 1 1 1
  11977  -2  -6   2 1 1 1
  11978  -1  -6   2 1 1 1
  11979   0  -6   2 1 1 1
  11980   1  -6   2 1 1 1
  11981   2  -6   2 1 1 1
  11982   3  -6   2 1 1 1
  11983   4  -6   2 1 1 1
  11984   5  -6   2 1 1 1
  11985   6  -6   2 1 1 1
  11986   7  -6   2 1 1 1
  11987   8  -6   2 1 1 1
  11988   9  -6   2 1 1 1
  11989  10  -6   2 1 1 1
  11990  11  -6   2 1 1 1
  11991  12  -6   2 1 1 1
  11992  13  -6   2 1 1 1
  11993  14  -6   2 1 1 1
  11994  15  -6   2 1 1 1
  11995  16  -6   2 1 1 1
  11996  17  -6   2 1 1 1
  11997  18  -6   2 1 1 1
  11998  19  -6   2 1 1 1
  11999  20  -6   2 1 1 1
  12000  21  -6   2 1 1 1
  12001  22  -6   2 1 1 1
  12002  23  -6   2 1 1 1
  12003  24  -6   2 1 1 1
  12004  25  -6   2 1 1 1
  12005  26  -6   2 1 1 1
  12006  27  -6   2 1 1 1
  12007  28  -6   2 1 1 1
  12008  29  -6   2 1 1 1
  12009  30  -6   2 1 1 1
  12010  31  -6   2 1 1 1
  12011  32  -6   2 1 1 1
  12012  33  -6   2 1 1 1
  12013 -32  -5   2 1 1 1
  12014 -31  -5   2 1 1 1
  12015 -30  -5   2 1 1 1
  12016 -29  -5   2 1 1 1
  12017 -28  -5   2 1 1 1
  12018 -27  -5   2 1 1 1
  12019 -26  -5   2 1 1 1
  12020 -25  -5   2 1 1 1
  12021 -24  -5   2 1 1 1
  12022 -23  -5   2 1 1 1
  12023 -22  -5   2 1 1 1
  12024 -21  -5   2 1 1 1
  12025 -20  -5   2 1 1 1
  12026 -19  -5   2 1 1 1
  12027 -18  -5   2 1 1 1
  12028 -17  -5   2 1 1 1
  12029 -16  -5   2 1 1 1
  12030 -15  -5   2 1 1 1
  12031 -14  -5   2 1 1 1
  12032 -13  -5   2 1 1 1
  12033 -12  -5   2 1 1 1
  12034 -11  -5   2 1 1 1
  12035 -10  -5   2 1 1 1
  12036  -9  -5   2 1 1 1
  12037  -8  -5   2 1 1 1
  12038  -7  -5   2 1 1 1
  12039  -6  -5   2 1 1 1
  12040  -5  -5   2 1 1 1
  12041  -4  -5   2 1 1 1
  12042  -3  -5   2 1 1 1
  12043  -2  -5   2 1 1 1
  12044  -1  -5   2 1 1 1
  12045   0  -5   2 1 1 1
  12046   1  -5   2 1 1 1
  12047   2  -5   2 1 1 1
  12048   3  -5   2 1 1 1
  12049   4  -5   2 1 1 1
  12050   5  -5   2 1 1 1
  12051   6  -5   2 1 1 1
  12052   7  -5   2 1 1 1
  12053   8  -5   2 1 1 1
  12054   9  -5   2 1 1 1
  12055  10  -5   2 1 1 1
  12056  11  -5   2 1 1 1
  12057  12  -5   2 1 1 1
  12058  13  -5   2 1 1 1
  12059  14  -5   2 1 1 1
  12060  15  -5   2 1 1 1
  12061  16  -5   2 1 1 1
  12062  17  -5   2 1 1 1
  12063  18  -5   2 1 1 1
  12064  19  -5   2 1 1 1
