 >TARCYL  cylindrical target: Length= 66.0000 Diameter= 20.0000
     20856 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    772  13   1  -8 1 1 1
    773  14   1  -8 1 1 1
    774  15   1  -8 1 1 1
    775  16   1  -8 1 1 1
    776  17   1  -8 1 1 1
    777  18   1  -8 1 1 1
    778  19   1  -8 1 1 1
    779  20   1  -8 1 1 1
    780  21   1  -8 1 1 1
    781  22   1  -8 1 1 1
    782  23   1  -8 1 1 1
    783  24   1  -8 1 1 1
    784  25   1  -8 1 1 1
    785  26   1  -8 1 1 1
    786  27   1  -8 1 1 1
    787  28   1  -8 1 1 1
    788  29   1  -8 1 1 1
    789  30   1  -8 1 1 1
    790  31   1  -8 1 1 1
    791  32   1  -8 1 1 1
    792  33   1  -8 1 1 1
    793 -32   2  -8 1 1 1
    794 -31   2  -8 1 1 1
    795 -30   2  -8 1 1 1
    796 -29   2  -8 1 1 1
    797 -28   2  -8 1 1 1
    798 -27   2  -8 1 1 1
    799 -26   2  -8 1 1 1
    800 -25   2  -8 1 1 1
    801 -24   2  -8 1 1 1
    802 -23   2  -8 1 1 1
    803 -22   2  -8 1 1 1
    804 -21   2  -8 1 1 1
    805 -20   2  -8 1 1 1
    806 -19   2  -8 1 1 1
    807 -18   2  -8 1 1 1
    808 -17   2  -8 1 1 1
    809 -16   2  -8 1 1 1
    810 -15   2  -8 1 1 1
    811 -14   2  -8 1 1 1
    812 -13   2  -8 1 1 1
    813 -12   2  -8 1 1 1
    814 -11   2  -8 1 1 1
    815 -10   2  -8 1 1 1
    816  -9   2  -8 1 1 1
    817  -8   2  -8 1 1 1
    818  -7   2  -8 1 1 1
    819  -6   2  -8 1 1 1
    820  -5   2  -8 1 1 1
    821  -4   2  -8 1 1 1
    822  -3   2  -8 1 1 1
    823  -2   2  -8 1 1 1
    824  -1   2  -8 1 1 1
    825   0   2  -8 1 1 1
    826   1   2  -8 1 1 1
    827   2   2  -8 1 1 1
    828   3   2  -8 1 1 1
    829   4   2  -8 1 1 1
    830   5   2  -8 1 1 1
    831   6   2  -8 1 1 1
    832   7   2  -8 1 1 1
    833   8   2  -8 1 1 1
    834   9   2  -8 1 1 1
    835  10   2  -8 1 1 1
    836  11   2  -8 1 1 1
    837  12   2  -8 1 1 1
    838  13   2  -8 1 1 1
    839  14   2  -8 1 1 1
    840  15   2  -8 1 1 1
    841  16   2  -8 1 1 1
    842  17   2  -8 1 1 1
    843  18   2  -8 1 1 1
    844  19   2  -8 1 1 1
    845  20   2  -8 1 1 1
    846  21   2  -8 1 1 1
    847  22   2  -8 1 1 1
    848  23   2  -8 1 1 1
    849  24   2  -8 1 1 1
    850  25   2  -8 1 1 1
    851  26   2  -8 1 1 1
    852  27   2  -8 1 1 1
    853  28   2  -8 1 1 1
    854  29   2  -8 1 1 1
    855  30   2  -8 1 1 1
    856  31   2  -8 1 1 1
    857  32   2  -8 1 1 1
    858  33   2  -8 1 1 1
    859 -32   3  -8 1 1 1
    860 -31   3  -8 1 1 1
    861 -30   3  -8 1 1 1
    862 -29   3  -8 1 1 1
    863 -28   3  -8 1 1 1
    864 -27   3  -8 1 1 1
    865 -26   3  -8 1 1 1
    866 -25   3  -8 1 1 1
    867 -24   3  -8 1 1 1
    868 -23   3  -8 1 1 1
    869 -22   3  -8 1 1 1
    870 -21   3  -8 1 1 1
    871 -20   3  -8 1 1 1
    872 -19   3  -8 1 1 1
    873 -18   3  -8 1 1 1
    874 -17   3  -8 1 1 1
    875 -16   3  -8 1 1 1
    876 -15   3  -8 1 1 1
    877 -14   3  -8 1 1 1
    878 -13   3  -8 1 1 1
    879 -12   3  -8 1 1 1
    880 -11   3  -8 1 1 1
    881 -10   3  -8 1 1 1
    882  -9   3  -8 1 1 1
    883  -8   3  -8 1 1 1
    884  -7   3  -8 1 1 1
    885  -6   3  -8 1 1 1
    886  -5   3  -8 1 1 1
    887  -4   3  -8 1 1 1
    888  -3   3  -8 1 1 1
    889  -2   3  -8 1 1 1
    890  -1   3  -8 1 1 1
    891   0   3  -8 1 1 1
    892   1   3  -8 1 1 1
    893   2   3  -8 1 1 1
    894   3   3  -8 1 1 1
    895   4   3  -8 1 1 1
    896   5   3  -8 1 1 1
    897   6   3  -8 1 1 1
    898   7   3  -8 1 1 1
    899   8   3  -8 1 1 1
    900   9   3  -8 1 1 1
    901  10   3  -8 1 1 1
    902  11   3  -8 1 1 1
    903  12   3  -8 1 1 1
    904  13   3  -8 1 1 1
    905  14   3  -8 1 1 1
    906  15   3  -8 1 1 1
    907  16   3  -8 1 1 1
    908  17   3  -8 1 1 1
    909  18   3  -8 1 1 1
    910  19   3  -8 1 1 1
    911  20   3  -8 1 1 1
    912  21   3  -8 1 1 1
    913  22   3  -8 1 1 1
    914  23   3  -8 1 1 1
    915  24   3  -8 1 1 1
    916  25   3  -8 1 1 1
    917  26   3  -8 1 1 1
    918  27   3  -8 1 1 1
    919  28   3  -8 1 1 1
    920  29   3  -8 1 1 1
    921  30   3  -8 1 1 1
    922  31   3  -8 1 1 1
    923  32   3  -8 1 1 1
    924  33   3  -8 1 1 1
    925 -32   4  -8 1 1 1
    926 -31   4  -8 1 1 1
    927 -30   4  -8 1 1 1
    928 -29   4  -8 1 1 1
    929 -28   4  -8 1 1 1
    930 -27   4  -8 1 1 1
    931 -26   4  -8 1 1 1
    932 -25   4  -8 1 1 1
    933 -24   4  -8 1 1 1
    934 -23   4  -8 1 1 1
    935 -22   4  -8 1 1 1
    936 -21   4  -8 1 1 1
    937 -20   4  -8 1 1 1
    938 -19   4  -8 1 1 1
    939 -18   4  -8 1 1 1
    940 -17   4  -8 1 1 1
    941 -16   4  -8 1 1 1
    942 -15   4  -8 1 1 1
    943 -14   4  -8 1 1 1
    944 -13   4  -8 1 1 1
    945 -12   4  -8 1 1 1
    946 -11   4  -8 1 1 1
    947 -10   4  -8 1 1 1
    948  -9   4  -8 1 1 1
    949  -8   4  -8 1 1 1
    950  -7   4  -8 1 1 1
    951  -6   4  -8 1 1 1
    952  -5   4  -8 1 1 1
    953  -4   4  -8 1 1 1
    954  -3   4  -8 1 1 1
    955  -2   4  -8 1 1 1
    956  -1   4  -8 1 1 1
    957   0   4  -8 1 1 1
    958   1   4  -8 1 1 1
    959   2   4  -8 1 1 1
    960   3   4  -8 1 1 1
    961   4   4  -8 1 1 1
    962   5   4  -8 1 1 1
    963   6   4  -8 1 1 1
    964   7   4  -8 1 1 1
    965   8   4  -8 1 1 1
    966   9   4  -8 1 1 1
    967  10   4  -8 1 1 1
    968  11   4  -8 1 1 1
    969  12   4  -8 1 1 1
    970  13   4  -8 1 1 1
    971  14   4  -8 1 1 1
    972  15   4  -8 1 1 1
    973  16   4  -8 1 1 1
    974  17   4  -8 1 1 1
    975  18   4  -8 1 1 1
    976  19   4  -8 1 1 1
    977  20   4  -8 1 1 1
    978  21   4  -8 1 1 1
    979  22   4  -8 1 1 1
    980  23   4  -8 1 1 1
    981  24   4  -8 1 1 1
    982  25   4  -8 1 1 1
    983  26   4  -8 1 1 1
    984  27   4  -8 1 1 1
    985  28   4  -8 1 1 1
    986  29   4  -8 1 1 1
    987  30   4  -8 1 1 1
    988  31   4  -8 1 1 1
    989  32   4  -8 1 1 1
    990  33   4  -8 1 1 1
    991 -32   5  -8 1 1 1
    992 -31   5  -8 1 1 1
    993 -30   5  -8 1 1 1
    994 -29   5  -8 1 1 1
    995 -28   5  -8 1 1 1
    996 -27   5  -8 1 1 1
    997 -26   5  -8 1 1 1
    998 -25   5  -8 1 1 1
    999 -24   5  -8 1 1 1
   1000 -23   5  -8 1 1 1
   1001 -22   5  -8 1 1 1
   1002 -21   5  -8 1 1 1
   1003 -20   5  -8 1 1 1
   1004 -19   5  -8 1 1 1
   1005 -18   5  -8 1 1 1
   1006 -17   5  -8 1 1 1
   1007 -16   5  -8 1 1 1
   1008 -15   5  -8 1 1 1
   1009 -14   5  -8 1 1 1
   1010 -13   5  -8 1 1 1
   1011 -12   5  -8 1 1 1
   1012 -11   5  -8 1 1 1
   1013 -10   5  -8 1 1 1
   1014  -9   5  -8 1 1 1
   1015  -8   5  -8 1 1 1
   1016  -7   5  -8 1 1 1
   1017  -6   5  -8 1 1 1
   1018  -5   5  -8 1 1 1
   1019  -4   5  -8 1 1 1
   1020  -3   5  -8 1 1 1
   1021  -2   5  -8 1 1 1
   1022  -1   5  -8 1 1 1
   1023   0   5  -8 1 1 1
   1024   1   5  -8 1 1 1
   1025   2   5  -8 1 1 1
   1026   3   5  -8 1 1 1
   1027   4   5  -8 1 1 1
   1028   5   5  -8 1 1 1
   1029   6   5  -8 1 1 1
   1030   7   5  -8 1 1 1
   1031   8   5  -8 1 1 1
   1032   9   5  -8 1 1 1
   1033  10   5  -8 1 1 1
   1034  11   5  -8 1 1 1
   1035  12   5  -8 1 1 1
   1036  13   5  -8 1 1 1
   1037  14   5  -8 1 1 1
   1038  15   5  -8 1 1 1
   1039  16   5  -8 1 1 1
   1040  17   5  -8 1 1 1
   1041  18   5  -8 1 1 1
   1042  19   5  -8 1 1 1
   1043  20   5  -8 1 1 1
   1044  21   5  -8 1 1 1
   1045  22   5  -8 1 1 1
   1046  23   5  -8 1 1 1
   1047  24   5  -8 1 1 1
   1048  25   5  -8 1 1 1
   1049  26   5  -8 1 1 1
   1050  27   5  -8 1 1 1
   1051  28   5  -8 1 1 1
   1052  29   5  -8 1 1 1
   1053  30   5  -8 1 1 1
   1054  31   5  -8 1 1 1
   1055  32   5  -8 1 1 1
   1056  33   5  -8 1 1 1
   1057 -32  -6  -7 1 1 1
   1058 -31  -6  -7 1 1 1
   1059 -30  -6  -7 1 1 1
   1060 -29  -6  -7 1 1 1
   1061 -28  -6  -7 1 1 1
   1062 -27  -6  -7 1 1 1
   1063 -26  -6  -7 1 1 1
   1064 -25  -6  -7 1 1 1
   1065 -24  -6  -7 1 1 1
   1066 -23  -6  -7 1 1 1
   1067 -22  -6  -7 1 1 1
   1068 -21  -6  -7 1 1 1
   1069 -20  -6  -7 1 1 1
   1070 -19  -6  -7 1 1 1
   1071 -18  -6  -7 1 1 1
   1072 -17  -6  -7 1 1 1
   1073 -16  -6  -7 1 1 1
   1074 -15  -6  -7 1 1 1
   1075 -14  -6  -7 1 1 1
   1076 -13  -6  -7 1 1 1
   1077 -12  -6  -7 1 1 1
   1078 -11  -6  -7 1 1 1
   1079 -10  -6  -7 1 1 1
   1080  -9  -6  -7 1 1 1
   1081  -8  -6  -7 1 1 1
   1082  -7  -6  -7 1 1 1
   1083  -6  -6  -7 1 1 1
   1084  -5  -6  -7 1 1 1
   1085  -4  -6  -7 1 1 1
   1086  -3  -6  -7 1 1 1
   1087  -2  -6  -7 1 1 1
   1088  -1  -6  -7 1 1 1
   1089   0  -6  -7 1 1 1
   1090   1  -6  -7 1 1 1
   1091   2  -6  -7 1 1 1
   1092   3  -6  -7 1 1 1
   1093   4  -6  -7 1 1 1
   1094   5  -6  -7 1 1 1
   1095   6  -6  -7 1 1 1
   1096   7  -6  -7 1 1 1
   1097   8  -6  -7 1 1 1
   1098   9  -6  -7 1 1 1
   1099  10  -6  -7 1 1 1
   1100  11  -6  -7 1 1 1
   1101  12  -6  -7 1 1 1
   1102  13  -6  -7 1 1 1
   1103  14  -6  -7 1 1 1
   1104  15  -6  -7 1 1 1
   1105  16  -6  -7 1 1 1
   1106  17  -6  -7 1 1 1
   1107  18  -6  -7 1 1 1
   1108  19  -6  -7 1 1 1
   1109  20  -6  -7 1 1 1
   1110  21  -6  -7 1 1 1
   1111  22  -6  -7 1 1 1
   1112  23  -6  -7 1 1 1
   1113  24  -6  -7 1 1 1
   1114  25  -6  -7 1 1 1
   1115  26  -6  -7 1 1 1
   1116  27  -6  -7 1 1 1
   1117  28  -6  -7 1 1 1
   1118  29  -6  -7 1 1 1
   1119  30  -6  -7 1 1 1
   1120  31  -6  -7 1 1 1
   1121  32  -6  -7 1 1 1
   1122  33  -6  -7 1 1 1
   1123 -32  -5  -7 1 1 1
   1124 -31  -5  -7 1 1 1
   1125 -30  -5  -7 1 1 1
   1126 -29  -5  -7 1 1 1
   1127 -28  -5  -7 1 1 1
   1128 -27  -5  -7 1 1 1
   1129 -26  -5  -7 1 1 1
   1130 -25  -5  -7 1 1 1
   1131 -24  -5  -7 1 1 1
   1132 -23  -5  -7 1 1 1
   1133 -22  -5  -7 1 1 1
   1134 -21  -5  -7 1 1 1
   1135 -20  -5  -7 1 1 1
   1136 -19  -5  -7 1 1 1
   1137 -18  -5  -7 1 1 1
   1138 -17  -5  -7 1 1 1
   1139 -16  -5  -7 1 1 1
   1140 -15  -5  -7 1 1 1
   1141 -14  -5  -7 1 1 1
   1142 -13  -5  -7 1 1 1
   1143 -12  -5  -7 1 1 1
   1144 -11  -5  -7 1 1 1
   1145 -10  -5  -7 1 1 1
   1146  -9  -5  -7 1 1 1
   1147  -8  -5  -7 1 1 1
   1148  -7  -5  -7 1 1 1
   1149  -6  -5  -7 1 1 1
   1150  -5  -5  -7 1 1 1
   1151  -4  -5  -7 1 1 1
   1152  -3  -5  -7 1 1 1
   1153  -2  -5  -7 1 1 1
   1154  -1  -5  -7 1 1 1
   1155   0  -5  -7 1 1 1
   1156   1  -5  -7 1 1 1
   1157   2  -5  -7 1 1 1
   1158   3  -5  -7 1 1 1
   1159   4  -5  -7 1 1 1
   1160   5  -5  -7 1 1 1
   1161   6  -5  -7 1 1 1
   1162   7  -5  -7 1 1 1
   1163   8  -5  -7 1 1 1
   1164   9  -5  -7 1 1 1
   1165  10  -5  -7 1 1 1
   1166  11  -5  -7 1 1 1
   1167  12  -5  -7 1 1 1
   1168  13  -5  -7 1 1 1
   1169  14  -5  -7 1 1 1
   1170  15  -5  -7 1 1 1
   1171  16  -5  -7 1 1 1
   1172  17  -5  -7 1 1 1
   1173  18  -5  -7 1 1 1
   1174  19  -5  -7 1 1 1
   1175  20  -5  -7 1 1 1
   1176  21  -5  -7 1 1 1
   1177  22  -5  -7 1 1 1
   1178  23  -5  -7 1 1 1
   1179  24  -5  -7 1 1 1
   1180  25  -5  -7 1 1 1
   1181  26  -5  -7 1 1 1
   1182  27  -5  -7 1 1 1
   1183  28  -5  -7 1 1 1
   1184  29  -5  -7 1 1 1
   1185  30  -5  -7 1 1 1
   1186  31  -5  -7 1 1 1
   1187  32  -5  -7 1 1 1
   1188  33  -5  -7 1 1 1
   1189 -32  -4  -7 1 1 1
   1190 -31  -4  -7 1 1 1
   1191 -30  -4  -7 1 1 1
   1192 -29  -4  -7 1 1 1
   1193 -28  -4  -7 1 1 1
   1194 -27  -4  -7 1 1 1
   1195 -26  -4  -7 1 1 1
   1196 -25  -4  -7 1 1 1
   1197 -24  -4  -7 1 1 1
   1198 -23  -4  -7 1 1 1
   1199 -22  -4  -7 1 1 1
   1200 -21  -4  -7 1 1 1
   1201 -20  -4  -7 1 1 1
   1202 -19  -4  -7 1 1 1
   1203 -18  -4  -7 1 1 1
   1204 -17  -4  -7 1 1 1
   1205 -16  -4  -7 1 1 1
   1206 -15  -4  -7 1 1 1
   1207 -14  -4  -7 1 1 1
   1208 -13  -4  -7 1 1 1
   1209 -12  -4  -7 1 1 1
   1210 -11  -4  -7 1 1 1
   1211 -10  -4  -7 1 1 1
   1212  -9  -4  -7 1 1 1
   1213  -8  -4  -7 1 1 1
   1214  -7  -4  -7 1 1 1
   1215  -6  -4  -7 1 1 1
   1216  -5  -4  -7 1 1 1
   1217  -4  -4  -7 1 1 1
   1218  -3  -4  -7 1 1 1
   1219  -2  -4  -7 1 1 1
   1220  -1  -4  -7 1 1 1
   1221   0  -4  -7 1 1 1
   1222   1  -4  -7 1 1 1
   1223   2  -4  -7 1 1 1
   1224   3  -4  -7 1 1 1
   1225   4  -4  -7 1 1 1
   1226   5  -4  -7 1 1 1
   1227   6  -4  -7 1 1 1
   1228   7  -4  -7 1 1 1
   1229   8  -4  -7 1 1 1
   1230   9  -4  -7 1 1 1
   1231  10  -4  -7 1 1 1
   1232  11  -4  -7 1 1 1
   1233  12  -4  -7 1 1 1
   1234  13  -4  -7 1 1 1
   1235  14  -4  -7 1 1 1
   1236  15  -4  -7 1 1 1
   1237  16  -4  -7 1 1 1
   1238  17  -4  -7 1 1 1
   1239  18  -4  -7 1 1 1
   1240  19  -4  -7 1 1 1
   1241  20  -4  -7 1 1 1
   1242  21  -4  -7 1 1 1
   1243  22  -4  -7 1 1 1
   1244  23  -4  -7 1 1 1
   1245  24  -4  -7 1 1 1
   1246  25  -4  -7 1 1 1
   1247  26  -4  -7 1 1 1
   1248  27  -4  -7 1 1 1
   1249  28  -4  -7 1 1 1
   1250  29  -4  -7 1 1 1
   1251  30  -4  -7 1 1 1
   1252  31  -4  -7 1 1 1
   1253  32  -4  -7 1 1 1
   1254  33  -4  -7 1 1 1
   1255 -32  -3  -7 1 1 1
   1256 -31  -3  -7 1 1 1
   1257 -30  -3  -7 1 1 1
   1258 -29  -3  -7 1 1 1
   1259 -28  -3  -7 1 1 1
   1260 -27  -3  -7 1 1 1
   1261 -26  -3  -7 1 1 1
   1262 -25  -3  -7 1 1 1
   1263 -24  -3  -7 1 1 1
   1264 -23  -3  -7 1 1 1
   1265 -22  -3  -7 1 1 1
   1266 -21  -3  -7 1 1 1
   1267 -20  -3  -7 1 1 1
   1268 -19  -3  -7 1 1 1
   1269 -18  -3  -7 1 1 1
   1270 -17  -3  -7 1 1 1
   1271 -16  -3  -7 1 1 1
   1272 -15  -3  -7 1 1 1
   1273 -14  -3  -7 1 1 1
   1274 -13  -3  -7 1 1 1
   1275 -12  -3  -7 1 1 1
   1276 -11  -3  -7 1 1 1
   1277 -10  -3  -7 1 1 1
   1278  -9  -3  -7 1 1 1
   1279  -8  -3  -7 1 1 1
   1280  -7  -3  -7 1 1 1
   1281  -6  -3  -7 1 1 1
   1282  -5  -3  -7 1 1 1
   1283  -4  -3  -7 1 1 1
   1284  -3  -3  -7 1 1 1
   1285  -2  -3  -7 1 1 1
   1286  -1  -3  -7 1 1 1
   1287   0  -3  -7 1 1 1
   1288   1  -3  -7 1 1 1
   1289   2  -3  -7 1 1 1
   1290   3  -3  -7 1 1 1
   1291   4  -3  -7 1 1 1
   1292   5  -3  -7 1 1 1
   1293   6  -3  -7 1 1 1
   1294   7  -3  -7 1 1 1
   1295   8  -3  -7 1 1 1
   1296   9  -3  -7 1 1 1
   1297  10  -3  -7 1 1 1
   1298  11  -3  -7 1 1 1
   1299  12  -3  -7 1 1 1
   1300  13  -3  -7 1 1 1
   1301  14  -3  -7 1 1 1
   1302  15  -3  -7 1 1 1
   1303  16  -3  -7 1 1 1
   1304  17  -3  -7 1 1 1
   1305  18  -3  -7 1 1 1
   1306  19  -3  -7 1 1 1
   1307  20  -3  -7 1 1 1
   1308  21  -3  -7 1 1 1
   1309  22  -3  -7 1 1 1
   1310  23  -3  -7 1 1 1
   1311  24  -3  -7 1 1 1
   1312  25  -3  -7 1 1 1
   1313  26  -3  -7 1 1 1
   1314  27  -3  -7 1 1 1
   1315  28  -3  -7 1 1 1
   1316  29  -3  -7 1 1 1
   1317  30  -3  -7 1 1 1
   1318  31  -3  -7 1 1 1
   1319  32  -3  -7 1 1 1
   1320  33  -3  -7 1 1 1
   1321 -32  -2  -7 1 1 1
   1322 -31  -2  -7 1 1 1
   1323 -30  -2  -7 1 1 1
   1324 -29  -2  -7 1 1 1
   1325 -28  -2  -7 1 1 1
   1326 -27  -2  -7 1 1 1
   1327 -26  -2  -7 1 1 1
   1328 -25  -2  -7 1 1 1
   1329 -24  -2  -7 1 1 1
   1330 -23  -2  -7 1 1 1
   1331 -22  -2  -7 1 1 1
   1332 -21  -2  -7 1 1 1
   1333 -20  -2  -7 1 1 1
   1334 -19  -2  -7 1 1 1
   1335 -18  -2  -7 1 1 1
   1336 -17  -2  -7 1 1 1
   1337 -16  -2  -7 1 1 1
   1338 -15  -2  -7 1 1 1
   1339 -14  -2  -7 1 1 1
   1340 -13  -2  -7 1 1 1
   1341 -12  -2  -7 1 1 1
   1342 -11  -2  -7 1 1 1
   1343 -10  -2  -7 1 1 1
   1344  -9  -2  -7 1 1 1
   1345  -8  -2  -7 1 1 1
   1346  -7  -2  -7 1 1 1
   1347  -6  -2  -7 1 1 1
   1348  -5  -2  -7 1 1 1
   1349  -4  -2  -7 1 1 1
   1350  -3  -2  -7 1 1 1
   1351  -2  -2  -7 1 1 1
   1352  -1  -2  -7 1 1 1
   1353   0  -2  -7 1 1 1
   1354   1  -2  -7 1 1 1
   1355   2  -2  -7 1 1 1
   1356   3  -2  -7 1 1 1
   1357   4  -2  -7 1 1 1
   1358   5  -2  -7 1 1 1
   1359   6  -2  -7 1 1 1
   1360   7  -2  -7 1 1 1
   1361   8  -2  -7 1 1 1
   1362   9  -2  -7 1 1 1
   1363  10  -2  -7 1 1 1
   1364  11  -2  -7 1 1 1
   1365  12  -2  -7 1 1 1
   1366  13  -2  -7 1 1 1
   1367  14  -2  -7 1 1 1
   1368  15  -2  -7 1 1 1
   1369  16  -2  -7 1 1 1
   1370  17  -2  -7 1 1 1
   1371  18  -2  -7 1 1 1
   1372  19  -2  -7 1 1 1
   1373  20  -2  -7 1 1 1
   1374  21  -2  -7 1 1 1
   1375  22  -2  -7 1 1 1
   1376  23  -2  -7 1 1 1
   1377  24  -2  -7 1 1 1
   1378  25  -2  -7 1 1 1
   1379  26  -2  -7 1 1 1
   1380  27  -2  -7 1 1 1
   1381  28  -2  -7 1 1 1
   1382  29  -2  -7 1 1 1
   1383  30  -2  -7 1 1 1
   1384  31  -2  -7 1 1 1
   1385  32  -2  -7 1 1 1
   1386  33  -2  -7 1 1 1
   1387 -32  -1  -7 1 1 1
   1388 -31  -1  -7 1 1 1
   1389 -30  -1  -7 1 1 1
   1390 -29  -1  -7 1 1 1
   1391 -28  -1  -7 1 1 1
   1392 -27  -1  -7 1 1 1
   1393 -26  -1  -7 1 1 1
   1394 -25  -1  -7 1 1 1
   1395 -24  -1  -7 1 1 1
   1396 -23  -1  -7 1 1 1
   1397 -22  -1  -7 1 1 1
   1398 -21  -1  -7 1 1 1
   1399 -20  -1  -7 1 1 1
   1400 -19  -1  -7 1 1 1
   1401 -18  -1  -7 1 1 1
   1402 -17  -1  -7 1 1 1
   1403 -16  -1  -7 1 1 1
   1404 -15  -1  -7 1 1 1
   1405 -14  -1  -7 1 1 1
   1406 -13  -1  -7 1 1 1
   1407 -12  -1  -7 1 1 1
   1408 -11  -1  -7 1 1 1
   1409 -10  -1  -7 1 1 1
   1410  -9  -1  -7 1 1 1
   1411  -8  -1  -7 1 1 1
   1412  -7  -1  -7 1 1 1
   1413  -6  -1  -7 1 1 1
   1414  -5  -1  -7 1 1 1
   1415  -4  -1  -7 1 1 1
   1416  -3  -1  -7 1 1 1
   1417  -2  -1  -7 1 1 1
   1418  -1  -1  -7 1 1 1
   1419   0  -1  -7 1 1 1
   1420   1  -1  -7 1 1 1
   1421   2  -1  -7 1 1 1
   1422   3  -1  -7 1 1 1
   1423   4  -1  -7 1 1 1
   1424   5  -1  -7 1 1 1
   1425   6  -1  -7 1 1 1
   1426   7  -1  -7 1 1 1
   1427   8  -1  -7 1 1 1
   1428   9  -1  -7 1 1 1
   1429  10  -1  -7 1 1 1
   1430  11  -1  -7 1 1 1
   1431  12  -1  -7 1 1 1
   1432  13  -1  -7 1 1 1
   1433  14  -1  -7 1 1 1
   1434  15  -1  -7 1 1 1
   1435  16  -1  -7 1 1 1
   1436  17  -1  -7 1 1 1
   1437  18  -1  -7 1 1 1
   1438  19  -1  -7 1 1 1
   1439  20  -1  -7 1 1 1
   1440  21  -1  -7 1 1 1
   1441  22  -1  -7 1 1 1
   1442  23  -1  -7 1 1 1
   1443  24  -1  -7 1 1 1
   1444  25  -1  -7 1 1 1
   1445  26  -1  -7 1 1 1
   1446  27  -1  -7 1 1 1
   1447  28  -1  -7 1 1 1
   1448  29  -1  -7 1 1 1
   1449  30  -1  -7 1 1 1
   1450  31  -1  -7 1 1 1
   1451  32  -1  -7 1 1 1
   1452  33  -1  -7 1 1 1
   1453 -32   0  -7 1 1 1
   1454 -31   0  -7 1 1 1
   1455 -30   0  -7 1 1 1
   1456 -29   0  -7 1 1 1
   1457 -28   0  -7 1 1 1
   1458 -27   0  -7 1 1 1
   1459 -26   0  -7 1 1 1
   1460 -25   0  -7 1 1 1
   1461 -24   0  -7 1 1 1
   1462 -23   0  -7 1 1 1
   1463 -22   0  -7 1 1 1
   1464 -21   0  -7 1 1 1
   1465 -20   0  -7 1 1 1
   1466 -19   0  -7 1 1 1
   1467 -18   0  -7 1 1 1
   1468 -17   0  -7 1 1 1
   1469 -16   0  -7 1 1 1
   1470 -15   0  -7 1 1 1
   1471 -14   0  -7 1 1 1
   1472 -13   0  -7 1 1 1
   1473 -12   0  -7 1 1 1
   1474 -11   0  -7 1 1 1
   1475 -10   0  -7 1 1 1
   1476  -9   0  -7 1 1 1
   1477  -8   0  -7 1 1 1
   1478  -7   0  -7 1 1 1
   1479  -6   0  -7 1 1 1
   1480  -5   0  -7 1 1 1
   1481  -4   0  -7 1 1 1
   1482  -3   0  -7 1 1 1
   1483  -2   0  -7 1 1 1
   1484  -1   0  -7 1 1 1
   1485   0   0  -7 1 1 1
   1486   1   0  -7 1 1 1
   1487   2   0  -7 1 1 1
   1488   3   0  -7 1 1 1
   1489   4   0  -7 1 1 1
   1490   5   0  -7 1 1 1
   1491   6   0  -7 1 1 1
   1492   7   0  -7 1 1 1
   1493   8   0  -7 1 1 1
   1494   9   0  -7 1 1 1
   1495  10   0  -7 1 1 1
   1496  11   0  -7 1 1 1
   1497  12   0  -7 1 1 1
   1498  13   0  -7 1 1 1
   1499  14   0  -7 1 1 1
   1500  15   0  -7 1 1 1
   1501  16   0  -7 1 1 1
   1502  17   0  -7 1 1 1
   1503  18   0  -7 1 1 1
   1504  19   0  -7 1 1 1
   1505  20   0  -7 1 1 1
   1506  21   0  -7 1 1 1
   1507  22   0  -7 1 1 1
   1508  23   0  -7 1 1 1
   1509  24   0  -7 1 1 1
   1510  25   0  -7 1 1 1
   1511  26   0  -7 1 1 1
   1512  27   0  -7 1 1 1
   1513  28   0  -7 1 1 1
   1514  29   0  -7 1 1 1
   1515  30   0  -7 1 1 1
   1516  31   0  -7 1 1 1
   1517  32   0  -7 1 1 1
   1518  33   0  -7 1 1 1
   1519 -32   1  -7 1 1 1
   1520 -31   1  -7 1 1 1
   1521 -30   1  -7 1 1 1
   1522 -29   1  -7 1 1 1
   1523 -28   1  -7 1 1 1
   1524 -27   1  -7 1 1 1
   1525 -26   1  -7 1 1 1
   1526 -25   1  -7 1 1 1
   1527 -24   1  -7 1 1 1
   1528 -23   1  -7 1 1 1
   1529 -22   1  -7 1 1 1
   1530 -21   1  -7 1 1 1
   1531 -20   1  -7 1 1 1
   1532 -19   1  -7 1 1 1
   1533 -18   1  -7 1 1 1
   1534 -17   1  -7 1 1 1
   1535 -16   1  -7 1 1 1
   1536 -15   1  -7 1 1 1
   1537 -14   1  -7 1 1 1
   1538 -13   1  -7 1 1 1
   1539 -12   1  -7 1 1 1
   1540 -11   1  -7 1 1 1
   1541 -10   1  -7 1 1 1
   1542  -9   1  -7 1 1 1
   1543  -8   1  -7 1 1 1
   1544  -7   1  -7 1 1 1
   1545  -6   1  -7 1 1 1
   1546  -5   1  -7 1 1 1
   1547  -4   1  -7 1 1 1
   1548  -3   1  -7 1 1 1
   1549  -2   1  -7 1 1 1
